IDSBR,Nama Usaha,Alamat,Kode Wilayah,Status Perusahaan,len,kode_kecamatan,nama_kecamatan
3223508,VASITIVE MANDIRI MINING,BUAKANA VII NOMOR 25,7371031008,Aktif,10,7371031,Rappocini
3224048,MAKASSAR CIPTA KREATIF,"JL RAPPOCINI RAYA LR 6 NO 9 RT.005 RW.001, BUAKANA",7371031008,Aktif,10,7371031,Rappocini
3224440,INDOMOBIL FINANCE INDONESIA,JL HERTASNING TIMUR,7371031004,Aktif,10,7371031,Rappocini
3224878,SAWERIGADING BUMI NUSANTARA,"ANGING MAMMIRI RESIDENCE, BLOK D4 NOMOR 5, JL. LETJEND HERTASNING",7371031004,Aktif,10,7371031,Rappocini
3225159,PUSAKA TEKNIK,KOMP JIPANG PERMAI DP 8,7371031002,Aktif,10,7371031,Rappocini
3225329,GLOBAL CITRA KONSTRUKSI,JL HERTASNING,7371031006,Aktif,10,7371031,Rappocini
3225898,BINTANG RAJA,BTN MINASA UPA,7371031001,Aktif,10,7371031,Rappocini
3226478,MAKASSAR TANNING,BTN MINASA UPA,7371031001,Aktif,10,7371031,Rappocini
3228949,CINTA SATWA,A.P. PETTARANI,7371031008,Aktif,10,7371031,Rappocini
3229190,ICHALUNG GOSI ABADI,JL. BONTO DG. NGIRATE I,7371031006,Aktif,10,7371031,Rappocini
3229399,INDRA JAYA PERSADA,"JL LANDAK BARU LR 1 NO 7F RT.004 RW.003, BANTA-BANTAENG",7371031007,Aktif,10,7371031,Rappocini
3229533,MITRA UTAMA,JL TIDUNG I STP 3,7371031005,Aktif,10,7371031,Rappocini
3230234,EKOMETRIKAL WIDYATAMA,JL TAMALATE IV STP 16,7371031009,Aktif,10,7371031,Rappocini
3230324,AVOS,JL AP PETTARANI,7371031008,Aktif,10,7371031,Rappocini
3234289,CAHAYA MULTIMEDIA ENTERTAINMENT,KOMP BTN MINASA UPA,7371031001,Aktif,10,7371031,Rappocini
3234444,DINKYZA CELEBES POWERINDO,JL TEDUH BERSINAR KOMP GRIYA KISEL DAMAI A.12,7371031001,Aktif,10,7371031,Rappocini
3234936,MILAGROS INDONESIA MEGAH,JL PELITA RAYA,7371031010,Aktif,10,7371031,Rappocini
3235031,AR RAUDHAH,JL SYEKH YUSUF BTN TIRTASARI,7371031,Aktif,7,7371031,Rappocini
3235114,GREEN ENERGY INVESTAMA,"KOMPLEKS PERMATA HIJAU PERMAI BLOK J NO. 34, HERTASNING BARU",7371031004,Aktif,10,7371031,Rappocini
3235240,TRIMITRA UTAMA REKATAMA,JL JIPANG RAYA RUKO MUSTIKA MEGASARI,7371031001,Aktif,10,7371031,Rappocini
3236483,YAYASAN PENDIDIKAN RIZKY MAKASSAR,"JL SYEH YUSUF-MINASA UPA RAYA NO 4 RT.001 RW.001, GUNUNG SARI",7371031001,Aktif,10,7371031,Rappocini
3236497,SUN TELEVISI MAKASSAR,JL ST ALAUDDIN (RUKO ALAUDDIN PLAZA),7371031001,Aktif,10,7371031,Rappocini
3238891,AKMAL AKBAR SEJAHTERA,BTN MINASA UPA,7371031001,Aktif,10,7371031,Rappocini
3239909,CV. WALASUJI APTA MARASANG,"JL. ANDI JEMME NO.48, KELURAHAN BANTA-BANTAENG, KECAMATAN RAPPOCINI, KOTA MAKASSAR",7371031007,Aktif,10,7371031,Rappocini
3239926,MASYARAKAT PROFESI PENILAI INDONESIA,JL RAYA PENDIDIKAN 1,7371031006,Aktif,10,7371031,Rappocini
3240058,KONSUIL PERDANA INDONESIA,JL TODDOPULI RAYA,7371031004,Aktif,10,7371031,Rappocini
3240632,KENCANA AUTO RAYA,JL. AP PETTARANO KOMPLEK BUSINESS CENTRE NO 15,7371031006,Aktif,10,7371031,Rappocini
3240911,KUMALA CELEBES MOTOR,JL A.P. PETTARANI KAV E1,7371031006,Aktif,10,7371031,Rappocini
3241052,MINANGA JAYA ABADI,JL. TIMAH V NO. 9,7371031010,Aktif,10,7371031,Rappocini
3241064,GEBE PRIMA MANDIRI,JL PELITA RAYA,7371031008,Aktif,10,7371031,Rappocini
3241323,PANRITA MIFTAH AL FATIH,JL TAMALATE 1 STP 33,7371031003,Aktif,10,7371031,Rappocini
3241937,JAWN SULAWESI JAYA,JL PURI TAMAN SARI BLOK,7371031004,Aktif,10,7371031,Rappocini
3242602,PERKUMPULAN PERIFER RELAWAN MEDIS LOGISTIK,JALAN BERINGIN,7371031004,Aktif,10,7371031,Rappocini
3243230,PORTAL MAKASSAR,MINASA SARI RAYA,7371031001,Aktif,10,7371031,Rappocini
3243350,INTI WAHANA MANDIRI,JL MONUMEN EMMY SAELAN 3D BLOK I,7371031006,Aktif,10,7371031,Rappocini
3243770,ADAPADA KOMUNIKA INDONESIA,JL BERINGAN VI,7371031004,Aktif,10,7371031,Rappocini
3243854,BUMI DIVARA MANDIRI,JL PELITA RAYA,7371031008,Aktif,10,7371031,Rappocini
3244301,PERSYARIKATAN MUHAMMADIYAH,JL LANDAK BARU LR II,7371031007,Aktif,10,7371031,Rappocini
3244622,DIMINATI SOGI KARYA,JL AP PETTARANI KOMP NEW ZAMRUD,7371031008,Aktif,10,7371031,Rappocini
3245163,MEGAREZKY BINA MEDIK,JL INSPEKSI WADUK BITOA MAKASSAR,7371031004,Aktif,10,7371031,Rappocini
3246141,YUSFAR MAKASSAR GLOBAL,JL ANDI DJEMMA LR. 7A (EX JL LANDAK BARU),7371031007,Aktif,10,7371031,Rappocini
3246902,KOMUNITAS ORANG TUA ANAK DENGAN DOWN SYNDROME,KOMP BTN MINASA UPA,7371031,Aktif,7,7371031,Rappocini
3246925,CATERING ZAHRAN,BTN MINASA UPA BLOK,7371031001,Aktif,10,7371031,Rappocini
3247165,INTERNUSA MANDIRI,JL PELITA RAYA,7371031010,Aktif,10,7371031,Rappocini
3247646,TRANS LESTARI MANDIRI,JL PELITA RAYA,7371031010,Aktif,10,7371031,Rappocini
3248310,KELARA ENERGI UTAMA,JALAN ANDI DJEMMA NO. 120,7371031007,Aktif,10,7371031,Rappocini
3248736,JAYAMASA SIGMA SARANA INDONESIA,JL.PURI TAMAN SARI,7371031004,Aktif,10,7371031,Rappocini
3249065,ASATU MANSION UTAMA,JL BUAKANA KAV.,7371031008,Aktif,10,7371031,Rappocini
3249204,BULAN BINTANG,JL MONGINSIDI BARU,7371031009,Aktif,10,7371031,Rappocini
3249965,BATARA SARANA MANDIRI,"JL.HERTASNING RAYA TIMUR NO.3 C, KASSI-KASSI",7371031004,Aktif,10,7371031,Rappocini
3251163,BUDI BHAKTI,JL RSI ISLAM FAISAL VII,7371031007,Aktif,10,7371031,Rappocini
3252070,ALIAH CONSULINDO,JL TIDUNG VII STP.2,7371031003,Aktif,10,7371031,Rappocini
3252214,ANDI BATARI OPU LANGI,JL PENGAYOMAN TPS 3,7371031008,Aktif,10,7371031,Rappocini
3252395,PONTAS ANUGRAH KHATULISTIWA,JL LANDAK BARU,7371031007,Aktif,10,7371031,Rappocini
3252676,PERSYARIKATAN MUHAMMADIYAH,JL HERTASNING RAYA/AROEPALA,7371031004,Aktif,10,7371031,Rappocini
3252705,MANDIRI PRIMA KARYA,JL PERMATA HIJAU PERMAI,7371031004,Aktif,10,7371031,Rappocini
3253322,KSM JULUKANAYYA,JL RSI FAISAL 17,7371031007,Aktif,10,7371031,Rappocini
3253681,AGROMA INDONESIA,KOMPLEK PEMDA BLOK E28/9 JL AP PETTARANI RT 004 RW 005 TIDUNG,7371031006,Aktif,10,7371031,Rappocini
3254518,TRIJATA NUSA(TRITANU),JL LANDAK BARU,7371031007,Aktif,10,7371031,Rappocini
3254661,ADAMA CIPTA CEMERLANG,JL HERTASNING BARU PERUM TAMAN GOSYEN INDAH,7371031001,Aktif,10,7371031,Rappocini
3254729,IDE GARIS KREATIF,JL AROEPALA RAYA KOMP ANGING MAMMIRI RESIDENCE,7371031002,Aktif,10,7371031,Rappocini
3254801,SEMESTA JAYA RAYA,JALAN BONTO LANGKASA I,7371031007,Aktif,10,7371031,Rappocini
3255162,CANDI NUSANTARA ABADI,JL TAMAN GOESYEN RAYA,7371031001,Aktif,10,7371031,Rappocini
3255325,ARSY SINAR CAHAYA,JL HERTASNING BARAT II KOMP GRIYA PANAKKUKANG INDAH,7371031005,Aktif,10,7371031,Rappocini
3256308,TUJUH LIMA TRD COY,"KOMPLEKS MANGASA PERMAI BLOK Z3/7 RT.000 RW.000, GUNUNG SARI",7371031001,Aktif,10,7371031,Rappocini
3256671,BINA PENGEMBANGAN SUMBER DAYA (YBPSD),"JL.A.P.PETTARANI NO.98, BUAKANA",7371031008,Aktif,10,7371031,Rappocini
3257875,CHACA CIPTA UTAMA,JL TAMALATE IX,7371031004,Aktif,10,7371031,Rappocini
3258574,MUNIRMHA SYIFA JAYA,"JL TAMALATE IV NO 3 RT 003 RW 002, KASSI-KASSI",7371031004,Aktif,10,7371031,Rappocini
3258971,TK AISYIYAH BUSTANUL ATHFAL III KARUNRUNG,JL TIDUNG 9 BLOK,7371031003,Aktif,10,7371031,Rappocini
3259116,RAYYAN MAJU JAYA,KR BONTO TANGNGA,7371031002,Aktif,10,7371031,Rappocini
3259166,TANG FOOD INDONESIA,JL HERTASNING RAYA TIMUR,7371031004,Aktif,10,7371031,Rappocini
3259856,LIMA ANUGRAH,"KOMPLEK GRIYA KISEL DAMAI BLOK F/3 RT.004 RW.022, GUNUNG SARI",7371031001,Aktif,10,7371031,Rappocini
3260680,JAYA KARTA MANDIRI,JL MONGINSIDI BARU,7371031009,Aktif,10,7371031,Rappocini
3261159,TOBO,JL MONUMEN EMMY SAELAN III NO 30 SKARDA'N,7371031006,Aktif,10,7371031,Rappocini
3261194,TRIA RANCANG SPASIAL,JL TAMALATE 4 STP 6,7371031004,Aktif,10,7371031,Rappocini
3261415,LEMBAGA INSTITUSION OF SOCIAL DEVELOPMENT,"JL RAPPOCINI RAYA LR 8 NO 7 RT.002 RW.002, BUAKANA",7371031008,Aktif,10,7371031,Rappocini
3262081,ARCHINDO B`DESIGN,"JL.PELITA RAYA II A NO.9, BUAKANA",7371031008,Aktif,10,7371031,Rappocini
3262769,BERLIAN,JL. RSI FAIISAL XIV BLOK,7371031007,Aktif,10,7371031,Rappocini
3263509,MAJU SINERGI UTAMA,JL. RSI FAISAL,7371031007,Aktif,10,7371031,Rappocini
3263776,ASA SINERGI MANDIRI,JL AP PETTARANI RSIA PARAMOUNT LT I,7371031007,Aktif,10,7371031,Rappocini
3263871,TEKSOS MANDIRI 38,"JL.HERTASNING RAYA NO.38 RT.001 RW.006, TIDUNG",7371031006,Aktif,10,7371031,Rappocini
3264013,CELEBES PRIMA SEJAHTERA,JL A P PETTARANI,7371031006,Aktif,10,7371031,Rappocini
3265099,ABIJOY,JL TIDUNG X TIMUR PERUM STELLA MARIS,7371031002,Aktif,10,7371031,Rappocini
3265855,KARESO SALEWANGENG,JL PERMATA HIJAU PERMAI BLOK,7371031004,Aktif,10,7371031,Rappocini
3266035,GLOBAL ENERGI,"KOMPLEK PERMATA HIJAU BLOK N5/5 RT.006 RW.011, KASSI-KASSI",7371031004,Aktif,10,7371031,Rappocini
3266325,YELLOW PROJECT,JL AP PETTARANI BUAKANA,7371031008,Aktif,10,7371031,Rappocini
3266867,SMIDCO,JL. SYECH YUSUF MINASA SARI,7371031001,Aktif,10,7371031,Rappocini
3267185,CV.SHEZA SAFETY PERDANA,LANDAK BARU,7371031007,Aktif,10,7371031,Rappocini
3269823,LEMBAGA RISET DAN PENGEMBANGAN KAPASITAS MASYARAKAT (LRPKM),JL RAYA PENDIDIKAN PERUMAHAN BALLA PANAKKUKANG BLOK A,7371031006,Aktif,10,7371031,Rappocini
3269891,NAFA REZKY UTAMA,JL PELITA 3 UTARA PERUMAHAN PURI GARDENIA,7371031010,Aktif,10,7371031,Rappocini
3270409,SALAHUTU JAYA MOTOR,JL SUNGAI SANDDANG BARU,7371031010,Aktif,10,7371031,Rappocini
3270480,CINTA JAYA,JL TIMAH V,7371031010,Aktif,10,7371031,Rappocini
3270515,SURYA PERKASA ELEKTRIK,JL AP PETTARANI,7371031008,Aktif,10,7371031,Rappocini
3270591,KARYA IMAGINE,JL TAMALATE SETAPAK 36,7371031003,Aktif,10,7371031,Rappocini
3270906,LIMA JAYA,"JL.B.DG.NGIRATE NO.6, BONTO MAKKIO",7371031005,Aktif,10,7371031,Rappocini
3271142,MITRA MAKASSAR MOTOR,JL ANDI PANGERAN PETTARANI KAV 8,7371031006,Aktif,10,7371031,Rappocini
3271320,ATHILLA TOWER,"PERUMNAS PANAKKUKANG JL TIDUNG 8 BLOK 11/41 RT.001 RW.008, MAPPALA",7371031003,Aktif,10,7371031,Rappocini
3271538,FALCO,"JL.MONUMEN EMMY SAELAN III NO.4,RT.001/RW.001, GUNUNG SARI",7371031001,Aktif,10,7371031,Rappocini
3271571,AKBAR AGUNG ABADI,KOMPLEKS BPH JL BUMI 9 BLOK A6/1 RT 001 RW 001 GUNUNG SARI,7371031001,Aktif,10,7371031,Rappocini
3272181,YUNIKOM TIRTA OCEAN RESOURCES,JL BORONG INDAH,7371031004,Aktif,10,7371031,Rappocini
3272594,PUTRA APPAKA BAJI,RAPPOCINI,7371031008,Aktif,10,7371031,Rappocini
3272689,SALSABILA,"JL.BTN.AGRARIA BLOK.5 NO.27 RT.006 RW.002, KARUNRUNG",7371031002,Aktif,10,7371031,Rappocini
3272692,PT PIJAR - PP (KSO),JL LETJEN  HERTASNING,7371031004,Aktif,10,7371031,Rappocini
3272716,KAHAKA STEEL,BTN MINASA UPA,7371031001,Aktif,10,7371031,Rappocini
3272732,R DAN R,"KOMPLEK PERMATASARI BLOK PS III/12 RT.001 RW.018, GUNUNG SARI",7371031001,Aktif,10,7371031,Rappocini
3273580,KLINIK IDE MAKASSAR,JL BTN MINASA UPA,7371031001,Aktif,10,7371031,Rappocini
3274627,MARAJA GLOBAL TEKNIK,JL TIDUNG IX STP 5,7371031003,Aktif,10,7371031,Rappocini
3274705,BATARA SARANA CONSULTANT,KELAPA TIGA GANG IV,7371031009,Aktif,10,7371031,Rappocini
3274732,RAFIQAH UTAMA,PERUM GRIYA MINASA ASRI,7371031001,Aktif,10,7371031,Rappocini
3275371,WORLD WIDE DIVE AND SAIL INDONESIA,JL PELITA RAYA,7371031010,Aktif,10,7371031,Rappocini
3276162,RUMAH DONATUR MAKASSAR,JL NIKEL II,7371031010,Aktif,10,7371031,Rappocini
3276467,JAYADIRI CATERING,JL JIPANG RAYA,7371031001,Aktif,10,7371031,Rappocini
3277121,ZIDAN AL-FATIH,KOMP PERUMAHAN TAMAN YASMIN,7371031003,Aktif,10,7371031,Rappocini
3277654,GLORIA,JL HERTASNING BARU ANGING MAMMIRI RESIDENCE,7371031002,Aktif,10,7371031,Rappocini
3278364,HARTONO MEDIA JASA,"JL.A.P.PETTARANI NO.77A, RAPPOCINI",7371031009,Aktif,10,7371031,Rappocini
3279121,KARANG TARUNA KOTA MAKASSAR,JL RSI FAISAL VII,7371031007,Aktif,10,7371031,Rappocini
3279531,JASA PROOFINDO,"JL WIJAYA KUSUMA K6 NO 94/7G, BANTA-BANTAENG",7371031007,Aktif,10,7371031,Rappocini
3280402,CEPAT DAN BERSIH INDONESIA,JL. TODDOPULI RAYA,7371031004,Aktif,10,7371031,Rappocini
3280499,MAKASSAR MADANI,JL TIDUNG 8 STP 10,7371031003,Aktif,10,7371031,Rappocini
3281046,CELEBES TIMUR ENERGI,"JL. AP. PETTARANI, RUKO NEW ZAMRUD BLOK F, NO; 09",7371031008,Aktif,10,7371031,Rappocini
3281983,TK TELKOM MAKASSAR,JL AP PETTARANI,7371031001,Aktif,10,7371031,Rappocini
3282681,ONE NINE PRODUCTION,JL TAMALATE 1 STP 36 BLOK,7371031003,Aktif,10,7371031,Rappocini
3283014,DZAKIYYAH AMALIAH,JL BONTOMENE,7371031007,Aktif,10,7371031,Rappocini
3283105,IKRAM ABADI MANDIRI,PERUMAHAN ANGIN MAMMIRI BLOK B 1 NO. 2,7371031004,Aktif,10,7371031,Rappocini
3283626,NIAGARA BUMI CELEBES INDONESIA,"BTN MINASA UPA BLOK L 10, KELURAHAN MINASA UPA, KECAMATAN RAPPOCINI, KOTA MAKASSAR",7371031009,Aktif,10,7371031,Rappocini
3284184,MAKASSARPRENEUR,JL MONGINSIDI BARU,7371031010,Aktif,10,7371031,Rappocini
3284931,NASTEKNIK,"KOMPLEKS P & K BLOK E/8 JL MON EMMY SAELAN RT.004 RW.015, GUNUNG SARI",7371031001,Aktif,10,7371031,Rappocini
3285225,SLEMMERSINDO MAKASSAR,JL HERTASNING,7371031006,Aktif,10,7371031,Rappocini
3285372,BUMI NIAGA PRATAMA,JL IR. SUTAMI,7371031008,Aktif,10,7371031,Rappocini
3285775,LEMBAGA GERAKAN MASYARAKAT SOSIAL SULSEL (GMS SULSEL),"JL FAIZAL XI NO 45, BANTA-BANTAENG",7371031007,Aktif,10,7371031,Rappocini
3286345,AMALA,JL AROEPALA,7371031001,Aktif,10,7371031,Rappocini
3286366,MACORA CENNING ABADI,JL AP PETTARANI RUKO NEW ZAMRUD,7371031008,Aktif,10,7371031,Rappocini
3287043,SANDY SURYA,BTN MINASA UPA,7371031001,Aktif,10,7371031,Rappocini
3289661,POWER INTERSARANA SOLUSI,JALAN WIJAYA KUSUMA 1 BLOK K 6/ 23,7371031007,Aktif,10,7371031,Rappocini
3290163,PT. HAKA UTAMA - PT. BANGKIT BANGUN PERSADA,JL AP PETTARANI RUKO NEW ZAMRUD,7371031008,Aktif,10,7371031,Rappocini
3290342,ALAM PRATAMA,"JL TIDUNG 8 NO 242 RT 005 RW 007, MAPPALA",7371031003,Aktif,10,7371031,Rappocini
3290587,PENTEL SIPORIO,JL A P PETTARANI,7371031001,Aktif,10,7371031,Rappocini
3290830,COLD AIR,JL KARUNRUNG RAYA V NO 15 RT 003 RW 009 KARUNRUNG,7371031002,Aktif,10,7371031,Rappocini
3291174,RUMAH MUSLIMAH CENDEKIA MAKASSAR,JL SUNGAI SADDANG BARU KOMP BTN TIMURAMA,7371031010,Aktif,10,7371031,Rappocini
3291914,WAHANA INSANIAH,JL LANDAK BARU LR 5C,7371031007,Aktif,10,7371031,Rappocini
3292502,FION MANDIRI,JL  MONUMEN EMMY SAELAN,7371031001,Aktif,10,7371031,Rappocini
3293673,PELITA TIMUR,JL PERUMAHAN JIPANG PERMAI,7371031002,Aktif,10,7371031,Rappocini
3295115,ARTHA FAAD MEDIKA,JL HERTASNING RSIA SAYANG BUNDA,7371031006,Aktif,10,7371031,Rappocini
3295234,NAMAZ ABADI,KOMP SKARDA N,7371031001,Aktif,10,7371031,Rappocini
3296125,MITRA ASTA NUSANTARA,JALAN KARUNRUNG RAYA NO.1,7371031002,Aktif,10,7371031,Rappocini
3296549,KARYA SEJAHTERA,JL TALASALAPANG,7371031001,Aktif,10,7371031,Rappocini
3296992,SMA MUHAMMADIYAH 1 UNISMUH,"JL SULTAN ALAUDDIN  NO 259 RT 002 RW 014, GUNUNG SARI",7371031001,Aktif,10,7371031,Rappocini
3297530,MANDOTI,PERUM ANGING MAMIRI RESIDENCE,7371031002,Aktif,10,7371031,Rappocini
3297765,KUMALA PRIMA MOTOR,JL A.P.PETTARANI,7371031008,Aktif,10,7371031,Rappocini
3298313,AQEELA LAND,BTN MINASA UPA,7371031001,Aktif,10,7371031,Rappocini
3298590,MAHESA TUNGGAL BAKTI,JL SULTAN ALAUDDIN KOMPLEKS BUMI PERMATA HIJAU,7371031001,Aktif,10,7371031,Rappocini
3299577,ADHITAMA PERSADA INDONESIA,JL AP PETTARANI RUKO NEW ZAMRUD,7371031008,Aktif,10,7371031,Rappocini
3299709,NUSA KURNIA MANDIRI,MINASA KARYA,7371031002,Aktif,10,7371031,Rappocini
3299806,AMALIYAH INSANI,JL BUMI 3 BLOK,7371031001,Aktif,10,7371031,Rappocini
3301061,"PT. WIRA KARSA KONSTRUKSI - PT. RAYA SINERGIS, KSO",JL BONTOMENE 1,7371031007,Aktif,10,7371031,Rappocini
3301452,MEGA JAYA SAKTI,"JL.TIDUNG V STP.8 NO.125 RT.003 RW.005, BONTO MAKKIO",7371031005,Aktif,10,7371031,Rappocini
3301897,HAMIDAH SEJAHTERA,"KOMPLEK P&K BLOK A1/5 JL TALASAPANG 3, GUNUNG SARI",7371031001,Aktif,10,7371031,Rappocini
3301969,PRIMA KARYA,JL PETTARANI RUKO NEW ZAMRUD BLOK,7371031008,Aktif,10,7371031,Rappocini
3302584,ERATEHNIK 97,JL WIJAYA KUSUMA KOMP KESEHATAN,7371031007,Aktif,10,7371031,Rappocini
3302964,MINA UTAMA,"JL AP PETTARANI RUKO BISNIS CENTRE 3 BLOK D7 RT 009 RW 004, MASALE",7371031008,Aktif,10,7371031,Rappocini
3303526,IYAN KARYA KONSTRUKSI,JL. JIPANG RAYA NO. 7,7371031002,Aktif,10,7371031,Rappocini
3304081,AL IKHLAS HERTASNING,JL HERTASNING V,7371031006,Aktif,10,7371031,Rappocini
3304586,KKM RA MAKASSAR III,BTN MINASA UPA,7371031,Aktif,7,7371031,Rappocini
3304613,SERBA USAHA HATIMULTI,"JL.MAPPALA BLOK A5/10, MAPPALA",7371031003,Aktif,10,7371031,Rappocini
3304966,SURYA MELBA,PERUM BUMI BOSOWA PERMAI,7371031001,Aktif,10,7371031,Rappocini
3305381,THITO AGRO MANDIRI,JL HERTASNING TIMUR (BELAKANG SMP 33),7371031004,Aktif,10,7371031,Rappocini
3305562,CETARA BANGUN PERSADA,JL A.P. PETTARANI,7371031008,Aktif,10,7371031,Rappocini
3305951,"WASKITA - ADI JAYA LIMA PRADANA, KSO","JL AP PETTARANI NO 88 RT 001 RW 001, BUAKANA",7371031008,Aktif,10,7371031,Rappocini
3306373,TIGA MULIA JAYA,KOMPLEKS PALM CHRYSTAL,7371031008,Aktif,10,7371031,Rappocini
3306694,RAHMADHI,"JL.MAPPALA KOMP.UNM BLOK B.II NO.28, MAPPALA",7371031003,Aktif,10,7371031,Rappocini
3306927,KEBERSAMAAN SEJATI SEJAHTERA,PERUM PURI TAMAN SARI,7371031004,Aktif,10,7371031,Rappocini
3307946,YAYASAN PENDIDIKAN TELKOM,JL AP PETTARANI,7371031001,Aktif,10,7371031,Rappocini
3308727,ORANGE RESEARCH INDONESIA,JL. MONUMEN EMMY SAELAN NO. 37 A,7371031006,Aktif,10,7371031,Rappocini
3308858,BUANA TEKNIK,"JL TODDOPULI I STP I BLOK 24 NO 18, KASSI-KASSI",7371031004,Aktif,10,7371031,Rappocini
3309005,SOPPENG UTAMA,JL.TAMALATE II BLK.V,7371031004,Aktif,10,7371031,Rappocini
3309172,BIRU LANGIT WISATA,JL HERTASNING BARU BTN MINASA UPA,7371031,Aktif,7,7371031,Rappocini
3309332,H3 KONSTRUKSI,JL TIDUNG 3 BLOK,7371031005,Aktif,10,7371031,Rappocini
3309532,LEMBAGA PUSAT PENDIDIKAN DAN PELATIHAN KEUANGAN DAERAH,JL LANDAK BARU LR 2,7371031007,Aktif,10,7371031,Rappocini
3309915,AGUNG MANDIRI SUKSES,"JL YUSUF DG NGAWING BLOK E19/1 RT.001 RW.003, KASSI-KASSI",7371031004,Aktif,10,7371031,Rappocini
3310252,JANUR ARTA MANDIRI,JL BTN MINASA UPA,7371031002,Aktif,10,7371031,Rappocini
3310349,RANGGONG NUSANTARA INDONESIA,JL POROS MINASA UPA RAYA,7371031001,Aktif,10,7371031,Rappocini
3310400,DAMAI HIDAYAH HARAMAIN,JL A.P. PETTARANI,7371031008,Aktif,10,7371031,Rappocini
3310721,FADEL KARYA REZKY,"JL MONUMEN EMMY SAELAN NO 35 RT 000 RW 003, TIDUNG",7371031006,Aktif,10,7371031,Rappocini
3310798,BOINZUL SAHABAT NUSANTARA,KOMP PERUM GRAHA HASIRAH PERMAI,7371031001,Aktif,10,7371031,Rappocini
3310999,RUPA BUMI INDONESIA,JL MONUMEN EMMY SAELAN KOMPLEK,7371031001,Aktif,10,7371031,Rappocini
3311019,AGUNG REKATAMA,RAPPOCINI RAYA,7371031005,Aktif,10,7371031,Rappocini
3312740,LENTERA KOMUNIKA SULAWESI,"JL SALEMBA NO 14 RT.005 RW.017, GUNUNG SARI",7371031001,Aktif,10,7371031,Rappocini
3312896,PISANG IJO IBU,ST. ALAUDDIN LR AL-AZHAR 1 / 10,7371031001,Aktif,10,7371031,Rappocini
3313154,MITRAKITA,"KOMP.COKONURI NO.25, GUNUNG SARI",7371031001,Aktif,10,7371031,Rappocini
3313178,LAMBERO CENTER,JL. TALASALAPANG,7371031001,Aktif,10,7371031,Rappocini
3313349,CHABIR DJAYA DESIGN,BTN MINASA UPA BLOK,7371031001,Aktif,10,7371031,Rappocini
3314247,RAFI PRATAMA,JL TIDUNG 3 STP 2 BLOK,7371031005,Aktif,10,7371031,Rappocini
3314906,PH ABADI,"KOMPLEK PERMATA HIJAU PERMAI I NO 35, KASSI-KASSI",7371031004,Aktif,10,7371031,Rappocini
3315491,ARIYAL INSAN ALBAB,JL RAYA PENDIDIKAN,7371031006,Aktif,10,7371031,Rappocini
3315657,YFD MEGA TAMBANG,"JL LANDAK BARU NO 94 A, BANTA-BANTAENG",7371031007,Aktif,10,7371031,Rappocini
3315669,BIMASAKTI PUTRA PRATAMA,JL. TIDUNG 6 STP.10,7371031003,Aktif,10,7371031,Rappocini
3316051,JAYA LINGGA PERKASA,JL HERTASNING BARU KOMP ANGING MAMMIRI RESIDENCE,7371031002,Aktif,10,7371031,Rappocini
3316269,ANANDA JAYA MANDIRI,BTN MINASA UPA,7371031001,Aktif,10,7371031,Rappocini
3316326,LINTAS CELEBES,JL YUSUF DG NGAWING,7371031006,Aktif,10,7371031,Rappocini
3317088,LEMBAGA SWADAYA PENELITIAN DAN PENGEMBANGAN PENDIDIKAN (LSP3) MATUTU,"JALAN TEDUH BERSINAR, PERUMAHAN BOSOWA INDAH",7371031001,Aktif,10,7371031,Rappocini
3317252,INTERPOLA MITRA CONSULTANT,JL TALASALAPANG III,7371031001,Aktif,10,7371031,Rappocini
3318420,GEONET INDONESIA,"BTN MINASA UPA BLOK K16 NO. 9, GUNUNG SARI",7371031001,Aktif,10,7371031,Rappocini
3319879,PERKASA MAKMUR BERSAMA,RUKO ALAUDDIN PLAZA JALAN SULTAN ALAUDDIN,7371031001,Aktif,10,7371031,Rappocini
3320305,LEMBAGA PEMBERDAYAAN PARADOKS INSTITUTE,"JL RAPPOCINI RAYA LR 8 NO 7 RT.002 RW.002, BUAKANA",7371031008,Aktif,10,7371031,Rappocini
3320397,FAUDRY,JL TALASALAPANG 1,7371031001,Aktif,10,7371031,Rappocini
3321234,PANTI ASUHAN ANNISA,BTN MINASA UPA,7371031,Aktif,7,7371031,Rappocini
3321601,MAKASSAR OUTSOURCE DESIGN DAN MULTIMEDIA,JL TAMALATE 6 STP 13,7371031004,Aktif,10,7371031,Rappocini
3322039,SEKOLAH TINGGI ILMU SOSIAL DAN ILMIU POLITIK (STISIP) 17-8-1945 MAKASSAR,JL AP PETTARANI,7371031008,Aktif,10,7371031,Rappocini
3322855,KUMALA BINTANG CEMERLANG,JL AP PETTARANI KAV. E 18,7371031006,Aktif,10,7371031,Rappocini
3322880,PRIMA INTI NASIONAL,JL LANDAK BARU LR.10,7371031007,Aktif,10,7371031,Rappocini
3323699,ERA DWI KONSTRUKSI,JL BTN MINASA UPA,7371031001,Aktif,10,7371031,Rappocini
3323703,CAHAYA PUTRI PERSADA,JL BTN MINASA UPA,7371031001,Aktif,10,7371031,Rappocini
3324162,DZAKKI PRATAMA,"BTN.MINASA UPA A.1 NO.19 A RT.001 RW.003, KARUNRUNG",7371031002,Aktif,10,7371031,Rappocini
