IDSBR,Nama Usaha,Alamat,Kode Wilayah,Status Perusahaan,len,kode_kecamatan,nama_kecamatan
2529842,PUTRA KALLOLO UTAMA,JL KACONG DG LALANG 3 PERUM PDAM TIRTASARI,7371031001,Aktif,10,7371031,Rappocini
2530421,ZAMRUD ENERGI PERSADA,JL AROEPALA KOMPLEKS PERMATA HIJAU PERMAI,7371031004,Aktif,10,7371031,Rappocini
2531105,SINAR GALESONG MULIA,"JL AP PETTARANI NO 55 RT 001 RW 003, BUAKANA",7371031008,Aktif,10,7371031,Rappocini
2531593,STWOR,JALAN. LANDAK BARU I,7371031007,Aktif,10,7371031,Rappocini
2531732,KEN,JL TEDUH BERSINAR KOMPLEK LAGOSI HOME,7371031001,Aktif,10,7371031,Rappocini
2531915,JASA DIFA,JL. GUNUNG SARI KOMP. MINASA UPA,7371031001,Aktif,10,7371031,Rappocini
2531936,VERNAKURAL DESIGN KONSULTAN,JL BTN MINASA UPA KOMP. MINASA INDAH,7371031001,Aktif,10,7371031,Rappocini
2531958,HANA KARYA KONSULTAN,JL MINASA UPA,7371031002,Aktif,10,7371031,Rappocini
2532199,LIMA LIMA KONSULTAN,"JL.SUNGAI SADDANG BARU BLOK A.11 NO.10, BALLA PARANG",7371031010,Aktif,10,7371031,Rappocini
2532713,ZAHIRA PUTRI,JL. TIDUNG 9,7371031003,Aktif,10,7371031,Rappocini
2533612,KERABAT SEJATI,"KOMPLEK PEMDA BLOK E20/13 JL AP PETTARANI, MAPPALA",7371031003,Aktif,10,7371031,Rappocini
2534548,TIQA CEMERLANG,JL BTN MINASA UPA,7371031001,Aktif,10,7371031,Rappocini
2534610,ERLAM,"JL BONTO DG NGIRATE I BLOK 20/30 RT.001 RW.006, BONTO MAKKIO",7371031005,Aktif,10,7371031,Rappocini
2534738,JASA INDAH CONSULTANT,"KOMP.SKARDA N NO.13 RT.005 RW.016, GUNUNG SARI",7371031001,Aktif,10,7371031,Rappocini
2534876,INFOTRON,KOMP KODAM GUNUNG SARI LAMA,7371031001,Aktif,10,7371031,Rappocini
2536266,NIRWANA NUSA PASIFIK,JL PELITA RAYA,7371031010,Aktif,10,7371031,Rappocini
2536432,GHONIM,"JL S JENELATA C.3 PU RT 001 RW 005, KARUNRUNG",7371031002,Aktif,10,7371031,Rappocini
2537490,DIVANAYA,KOMPLEK PURI TAMAN SARI,7371031004,Aktif,10,7371031,Rappocini
2537632,SAMALONA,"JL CILALLANG RAYA NO 46, BUAKANA",7371031008,Aktif,10,7371031,Rappocini
2537928,DAULAT RAKYAT,"JL. KARUNRUNG RAYA V NO.7 RT.001 RW.009, KARUNRUNG",7371031002,Aktif,10,7371031,Rappocini
2538041,DEWARI BALASOKA,BTN AYU LESTARI,7371031007,Aktif,10,7371031,Rappocini
2538485,SMP KARYA 2,JL. LETJEN HERTASNING,7371031004,Aktif,10,7371031,Rappocini
2542182,ADRIF DUTA NAZINDO,JL KR BONTOTANGNGA BLOK,7371031002,Aktif,10,7371031,Rappocini
2542564,HARAPAN MADANI,"JL.MONGISIDI BARU AB.5/20, BALLA PARANG",7371031010,Aktif,10,7371031,Rappocini
2543863,MAFIRA SEJAHTERAH,JL RSI FAISAL XI,7371031007,Aktif,10,7371031,Rappocini
2544012,JAYA KARYA ABADI,JL TALASALAPANG RUKO B,7371031001,Aktif,10,7371031,Rappocini
2544655,KITAKITA TEKNOLOGI INDONESIA,JL SKARDA N II,7371031001,Aktif,10,7371031,Rappocini
2544663,WASD LABS,BTN MINASA UPA,7371031001,Aktif,10,7371031,Rappocini
2545177,SOLUSINDO GROUP,"JL MAPPALA KOMPLEK PEMDA BLOK E21/5 RT 005 RW 007, TIDUNG",7371031006,Aktif,10,7371031,Rappocini
2547814,KARYA DUA MATA,JL. RAYA PENDIDIKAN 2,7371031006,Aktif,10,7371031,Rappocini
2548113,PELANGI PARAMUDA PERKASA,"JL HERTASNING PERMATA HIJAU LESTARI BLOK P7/10 RT 002 RW 014, KASSI-KASSI",7371031004,Aktif,10,7371031,Rappocini
2548936,ANOA JAYA,BTN MINASA UPA,7371031001,Aktif,10,7371031,Rappocini
2549183,ALTA MANDIRI RAYA,JL TRISAKTI HERTASNING BARU,7371031,Aktif,7,7371031,Rappocini
2549898,AGUNG NISYA PERSADA,JL KELAPA TIGA DUA,7371031010,Aktif,10,7371031,Rappocini
2549936,REZA BANGUN PERSADA KONSULTAN,JL RAPPOCINI RAYA,7371031008,Aktif,10,7371031,Rappocini
2552561,E-STUDIO,JL TIDUNG VI,7371031002,Aktif,10,7371031,Rappocini
2552588,RASYA PUTRA MANDIRI,"PERUMAHAN TAMAN YASMIN BLOK B2/2 RT 001 RW 001, MAPPALA",7371031003,Aktif,10,7371031,Rappocini
2553765,HARDIYANTI 2N,JL KELAPA TIGA LR BERKAH,7371031010,Aktif,10,7371031,Rappocini
2555226,VENOM UTAMA PERSADA,JL. RAPPOCINI RAYA,7371031008,Aktif,10,7371031,Rappocini
2555417,MULTI KARYA PRATAMA,JL RUTAN,7371031001,Aktif,10,7371031,Rappocini
2555667,WITAMA SANJAYA PERKASA,JL HERTASNING BARU AROEPALA,7371031,Aktif,7,7371031,Rappocini
2555773,ROYAL PERSADA PROPERTI,JL MON EMMY SAELAN 3,7371031002,Aktif,10,7371031,Rappocini
2556077,DELAPAN MEGA TEKNIK,JL PELITA EAYA,7371031010,Aktif,10,7371031,Rappocini
2556406,REZKY TENRI ABADI,JL KOMPLEKS PERMATA HIJAU INDAH,7371031001,Aktif,10,7371031,Rappocini
2556802,AFIANET,"JL LANDAK BARU LORONG 8  NO 39 RT 003 RW 066, BANTA-BANTAENG",7371031007,Aktif,10,7371031,Rappocini
2556812,AM UTAMA,"BTN MINASA UPA BLOK AB11/8 RT 002 RW 010, GUNUNG SARI",7371031001,Aktif,10,7371031,Rappocini
2556901,TIGAPUTRA ANUGRAH,JL BONTO DG NGIRATE BLOK,7371031005,Aktif,10,7371031,Rappocini
2556910,MUARA MAS NIAGA,JL RSI FAISAL XII,7371031007,Aktif,10,7371031,Rappocini
2557919,VIER COMMUNICATION,"BTN AGRARIA BLOK O NO. 03 RT.007 RW.002, KARUNRUNG",7371031002,Aktif,10,7371031,Rappocini
2558147,TRI PUTRA ABIDIN,JALAN BONTOTANGNGA 2,7371031002,Aktif,10,7371031,Rappocini
2558172,CV. PANGAN CAHAYA SINERGI,TAMALATE IV,7371031004,Aktif,10,7371031,Rappocini
2558330,ANANDA,JL LANDAK BARU LR 6,7371031007,Aktif,10,7371031,Rappocini
2559007,SENTRAL NUSA DIGITAMA,JL RAPPOCINI RAYA,7371031009,Aktif,10,7371031,Rappocini
2559437,PENDIDIKAN NOBEL INDONESIA,JL ST ALAUDDIN,7371031001,Aktif,10,7371031,Rappocini
2559610,"PT PRATAMA GODEAN JAYA - PT ADZKA UTAMA, KSO",JL KARAENG BONTO TANGNGA V,7371031002,Aktif,10,7371031,Rappocini
2560160,CAHAYA SEJAHTERA PRIMA,"JL ANDI PANGERAN PETTARANI NO 55, BUAKANA",7371031008,Aktif,10,7371031,Rappocini
2560219,SAMUDERA SULAWESI,JL PELITA RAYA,7371031010,Aktif,10,7371031,Rappocini
2560819,BINTOENG MITRA MANDIRI,JL TIDUNG 2 STP 1,7371031005,Aktif,10,7371031,Rappocini
2561221,PUSAT KEGIATAN BELAJAR MASYARAKAT MASAGENA,"JL HERTASNING 1 BLOK BLOK E10 NO 11 RT 000 RW 000, TIDUNG",7371031006,Aktif,10,7371031,Rappocini
2561391,AMANAH SEJAHTERA,JL KOMP. BTN AGRARIA,7371031002,Aktif,10,7371031,Rappocini
2562040,KB FINANSIA MULTI FINANCE,JL RAPPOCINI RAYA,7371031008,Aktif,10,7371031,Rappocini
2562046,KB/TK ISLAM TERPADU ANAK ALIM MAKASSAR,PERUM GRIYA MINASA ASRI,7371031001,Aktif,10,7371031,Rappocini
2562149,MANYOI MANDIRI INDONESIA,"KOMPLEK BUMI PERMATA HIJAU , JALAN BUMI 17 BLOK D NOMOR 09",7371031001,Aktif,10,7371031,Rappocini
2562169,TUNGGAL JAYA SENTOSA,JL BONTO LANGKASA I,7371031007,Aktif,10,7371031,Rappocini
2564793,KLINIK DIAN,JL BTN MINASA UPA,7371031001,Aktif,10,7371031,Rappocini
2564872,ARYA SEJAHTERA MANDIRI,JL BTN BUMI BOSOWA PERMAI,7371031001,Aktif,10,7371031,Rappocini
2564899,KARYAWAN SIPAKALEBBI KANDATEL MAKASSAR,JL A.P. PETTARANI,7371031001,Aktif,10,7371031,Rappocini
2565895,TUDDA MEGA BUANA,JL SKARDA N 1 KOMPLEK MANGASA PERMAI,7371031001,Aktif,10,7371031,Rappocini
2566520,CAKRA INDOMEGA JAYA,JL. RAPPOCINI RAYA,7371031009,Aktif,10,7371031,Rappocini
2566963,SOLUSI INFORMASI MANDIRI,JL A.P.PETTARANI  TIDUNG,7371031006,Aktif,10,7371031,Rappocini
2566972,TRIPUTRA,JL BTN MINASA UPA,7371031001,Aktif,10,7371031,Rappocini
2567243,ALKEMIS MOVEMENT,JL TIDUNG 9 STP 1,7371031004,Aktif,10,7371031,Rappocini
2567313,ULTRA KREASI NUSANTARA,JL. SUNGAI SADDANG BARU,7371031010,Aktif,10,7371031,Rappocini
2567456,TRANS NASIONAL TEKNOLOGI,JL NIKEL I,7371031010,Aktif,10,7371031,Rappocini
2567787,SINERGI EDU GLOBAL,JL TALASALAPANG,7371031002,Aktif,10,7371031,Rappocini
2567891,CELEBES MANDIRI JAYA,JL BERINGIN 2,7371031004,Aktif,10,7371031,Rappocini
2569033,PUSAT KEGIATAN BELAJAR MASYARAKAT (PKBM) AL FATIHAH,"JL BUAKANA NO 34 RT.002 RW.004, BUAKANA",7371031008,Aktif,10,7371031,Rappocini
2570029,SUKSES MULIA INDONESIA,JL. TAMALATE IV,7371031004,Aktif,10,7371031,Rappocini
2570159,NABILA TYAGA UTAMA,JL COKONURI PERUMAHAN GRAND SALEMBA NO 15E  GUNUNG SARI,7371031001,Aktif,10,7371031,Rappocini
2570442,CITRA TERPADU,"JL.WIJAYA KUSUMA II NO.7 RT.011 RW.001, BANTA-BANTAENG",7371031007,Aktif,10,7371031,Rappocini
2571214,MEDIA POLHUKAM INDONESIA,JL TALASALAPANG,7371031001,Aktif,10,7371031,Rappocini
2571416,MEGA UGI UTAMA,JL RSI FAISAL XIV,7371031007,Aktif,10,7371031,Rappocini
2572016,IRWIN PUTRA MANDIRI,JL HERTASNING BLOK E10/5 RT 001 RW 007,7371031006,Aktif,10,7371031,Rappocini
2572167,BASMALA COM,MONUMEN EMMY SAELAN III,7371031002,Aktif,10,7371031,Rappocini
2572362,JAUSYAN KABIR,"WIJAYA KUSUMA V/14 RT.004 RW.001, BANTA-BANTAENG",7371031007,Aktif,10,7371031,Rappocini
2573287,KEBUN TEKNOLOGI INDONESIA,JL LANDAK BARU BONTO LANGKASA 1,7371031007,Aktif,10,7371031,Rappocini
2573973,KHAERUL MUNIF,BTN MINASA UPA,7371031001,Aktif,10,7371031,Rappocini
2574276,"PT ADHI KARYA (PERSERO) TBK-PT BAWAKARAENG PURNAMA WIJAYA, JO","JL HERTASNING BLOK II NO 2 RT 001 RW 002, KASSI-KASSI",7371031004,Aktif,10,7371031,Rappocini
2575307,NIAGA BINTANG SEJAHTERA,"JALAN TALASALAPANG, KOMPLEKS RUKO TALASALAPANG NO. 6",7371031001,Aktif,10,7371031,Rappocini
2575464,OASA ANUGERAH TIGATAMA,"JL.AROEPALA PERMATA HIJAU LESTARI BLOK P.7 NO.12 RT.02 RW.14, KASSI-KASSI",7371031004,Aktif,10,7371031,Rappocini
2576828,BUMI SARANA MANDIRI,"KOMPLEKS BTN GRIYA MANDIRI BLOK A/3 RT.005 RW.008, GUNUNG SARI",7371031001,Aktif,10,7371031,Rappocini
2576829,LINTAS PERSADA NUSANTARA,JL HERTASNING BARU BTN MINASA UPA,7371031001,Aktif,10,7371031,Rappocini
2577276,FADEL UTAMA PERKASA,JL MONUMEN EMMY SAELAN II D BLOK,7371031006,Aktif,10,7371031,Rappocini
2579022,UPANA STUDIO INTERNASIONAL,JL JIPANG RAYA III,7371031002,Aktif,10,7371031,Rappocini
2579683,DEGREES GOLF,JL TIMAH,7371031010,Aktif,10,7371031,Rappocini
2580150,THENET SOLUSINDO CONSULTANT,JL LANDAK BARU LR.4,7371031007,Aktif,10,7371031,Rappocini
2580755,TUMBUH KEMBANG INDONESIA,JALAN RAYA PENDIDIKAN PERUMAHAN BALLA PANAKKUKANG,7371031006,Aktif,10,7371031,Rappocini
2580930,ASTRA INTERNATIONAL TBK,A.P.PETTARANI,7371031008,Aktif,10,7371031,Rappocini
2580961,WISATA KELANA INDONESIA,JL. FAISAL KOMPLEKS PHINISI NUSANTARA,7371031007,Aktif,10,7371031,Rappocini
2581676,MEGA KARYA DWITAMA,JL BONTO LANRA LR 2,7371031007,Aktif,10,7371031,Rappocini
2581681,ARRAHMA,"JL MONUMEN EMMY SAELAN KOMPLEK RUKO BLOK J NO.14 RT 001 RW 016, GUNUNG SARI",7371031001,Aktif,10,7371031,Rappocini
2582327,PANRITA REKAYASA,KOMP P & K BLOK A1,7371031001,Aktif,10,7371031,Rappocini
2582344,KARYA TUNGGAL UTAMA,JL SKARDAN KOMP MANGASA PERMAI,7371031001,Aktif,10,7371031,Rappocini
2582708,PIRAMIDA AMANAH SAKTI,JL TODDOPULI IX PERUM PURI TAMAN SARI,7371031004,Aktif,10,7371031,Rappocini
2583085,KREASI ORANG MUDA,JL BTN MINASA UPA,7371031001,Aktif,10,7371031,Rappocini
2584576,MANUNGGAL ARTHA PRIMA,JL PELITA RAYA,7371031010,Aktif,10,7371031,Rappocini
2584674,MARDHATI,"JL.SKARDA N III NO.1 RT.001 RW.002, GUNUNG SARI",7371031001,Aktif,10,7371031,Rappocini
2587239,FARA TEKNOLOGI CERDAS,BTN MINASA UPA,7371031002,Aktif,10,7371031,Rappocini
2588565,MEGAGUNA SARANA MANDIRI,JL TIDUNG VII STP. 6,7371031003,Aktif,10,7371031,Rappocini
2589636,RAYYAN PUTRA,JL PELITA RAYA V LR 1,7371031008,Aktif,10,7371031,Rappocini
2589852,YAYASAN RAIDERS HASANUDDIN UJUNGPANDANG,JL KELAPA TIGA GANG 2,7371031010,Aktif,10,7371031,Rappocini
2590009,MAY STAR PERSADA,BTN MINASA UPA,7371031001,Aktif,10,7371031,Rappocini
2590331,DAGO,"JL.BTN.MINASA UPA RAYA BLOK.C3/13 RT.001 RW.005, GUNUNG SARI",7371031001,Aktif,10,7371031,Rappocini
2590751,LIMA MENARA RAJA,JL AROEPALA KOMP. HARMONI,7371031003,Aktif,10,7371031,Rappocini
2590762,ZAMA GAUTAMA,JL BTN MINASA UPA,7371031,Aktif,7,7371031,Rappocini
2591044,BIAS MONARCHY KONSULTAN,JL TIDUNG IX,7371031004,Aktif,10,7371031,Rappocini
2591580,ASRI ABADI SOLUSI,"PERUMAHAN JIPANG PERMAI BLOK DP4 NO 6 RT 001 RW 008, KARUNRUNG",7371031002,Aktif,10,7371031,Rappocini
2592236,MAUPA MASAGENA MEDIA KREASINDO,JL AROEPALA BTN MINASA UPA,7371031001,Aktif,10,7371031,Rappocini
2592795,LEMBAGA PENDIDIKAN NAYRA,JL PENGAYOMAN PERUMAHAN TAMAN PERMATA SARI,7371031008,Aktif,10,7371031,Rappocini
2595774,RAMA JAYA,"JL TAMALATE I BLOK 18/1, BONTO MAKKIO",7371031005,Aktif,10,7371031,Rappocini
2597047,CAHAYA MULIA,JL RSI FAISAL,7371031007,Aktif,10,7371031,Rappocini
2597866,ASY'ARI BAHARUDDIN,"JL. TAMAN GOSYEN RAYA, MAKASSAR",7371031,Aktif,7,7371031,Rappocini
2598744,ARAYU CLINIC INDONESIA,JL. LANDAK BARU,7371031007,Aktif,10,7371031,Rappocini
2599751,DUTA RAVITA ANANDA MAKASSAR,JL. MONUMEN EMYSAELAN KOMP. GRAHA SARI,7371031001,Aktif,10,7371031,Rappocini
2600991,WIRA MITRA USAHA,JL JIPANG RAYA,7371031002,Aktif,10,7371031,Rappocini
2601074,NOCTURNAL,BTN MINASA UPA,7371031001,Aktif,10,7371031,Rappocini
2601145,MANAJEMEN PENGETAHUAN,JL TIDUNG 7 STP 6,7371031003,Aktif,10,7371031,Rappocini
2602676,PADAR MITRA PERSADA,JL BTN MINASA UPA,7371031001,Aktif,10,7371031,Rappocini
2602943,RAIHAN MEDIA PUSTAKA,JL MON EMMY SAELAN III,7371031006,Aktif,10,7371031,Rappocini
2603783,ANNISA PUTRI MANDIRI,JL SEKOLAH GURU PERAWAT TIDUNG,7371031002,Aktif,10,7371031,Rappocini
2604551,SERA INTI MAKMUR SEJAHTERA,PERUMAHAN GRIYA MALEO INDAH,7371031,Aktif,7,7371031,Rappocini
2604650,ANDYS,JL MAPPALA,7371031006,Aktif,10,7371031,Rappocini
2604756,TIGA MENARA SULAWESI,BTN MINASA UPA,7371031001,Aktif,10,7371031,Rappocini
2605940,INDRA TEKNIK,"JL TAMALATE 7 STP 40 BLOK 5/167 RT 007 RW 001, MAPPALA",7371031003,Aktif,10,7371031,Rappocini
2606085,DIGI PUSTAKA,JL RAPPOCINI RAYA,7371031008,Aktif,10,7371031,Rappocini
2607766,CIPTA PRIMA LESTARI,JL AROEPALA KOMP PERMATA HIJAU LESTARI,7371031004,Aktif,10,7371031,Rappocini
2608209,CATUR KARYA RAKARY,KOMP GRIYA FAJAR MAS BLOK,7371031001,Aktif,10,7371031,Rappocini
2608355,ANUGERAH TEKNIK,"PERUMAHAN CITRA TIDUNG REGENCY BLOK I NO 3 RT 005 RW 005, KARUNRUNG",7371031002,Aktif,10,7371031,Rappocini
2609315,AZZURI ENGINEERRING,JL AROEPALA ANGIN MAMIRI RESIDENCE BLOK G 2,7371031002,Aktif,10,7371031,Rappocini
2609646,MANNA SEJATI,KOMP. MANGASA PERMAI,7371031001,Aktif,10,7371031,Rappocini
2610574,SULAWESI AGRO SUKSES,JL HERTASNING VI,7371031006,Aktif,10,7371031,Rappocini
2610784,NUNA,BTN MINASA SARI RAYA,7371031001,Aktif,10,7371031,Rappocini
2611188,KENCANA MANAKARRA,JL TIDUNG IX STP 18 NO 186 RT 004 RW 012 MAPPALA,7371031003,Aktif,10,7371031,Rappocini
2611492,POMA BARA NUSANTARA,JL. SUNGAI SADDANG BARU,7371031010,Aktif,10,7371031,Rappocini
2611653,GEONET INDONESIA CORPORATION,JL SYEK YUSUF BTN MINASA UPA,7371031001,Aktif,10,7371031,Rappocini
2611734,FAJAR UTAMA REALESTATE,JL HERTASNING RAYA,7371031006,Aktif,10,7371031,Rappocini
2612080,KHADZIYAH KAMIILA PUTRI,JL RAPPOCINI RAYA LR 5,7371031009,Aktif,10,7371031,Rappocini
2612168,RIMA TRIJAYA,JL TAMALATE 5,7371031004,Aktif,10,7371031,Rappocini
2612304,PUTRA SAHARU MAKASSAR,"RUKO AMBASSADOR NO 2 JL RSI FAISAL RAYA RT.006 RW.002, BANTA-BANTAENG",7371031007,Aktif,10,7371031,Rappocini
2612355,DARA BEBIKA,"PERUMAHAN ANGING MAMMIRI BLOK D6/4 RT 000 RW 000, KARUNRUNG",7371031002,Aktif,10,7371031,Rappocini
2613023,DUTA MANDIRI ADVERTISING,JL TAMALATE 4,7371031004,Aktif,10,7371031,Rappocini
2613554,TIRO KALUMPANG JAYA,JL PERUMAHAN PESONA PELANGI JALAN BIRU,7371031009,Aktif,10,7371031,Rappocini
2613562,HLIMA SAUDARA,JALAN TEDUH BERSINAR KOMPLEKS BUMI BOSOWA INDAH,7371031001,Aktif,10,7371031,Rappocini
2613902,INTI SUKSES BERSAMA,JL. RAYA PENDIDIKAN,7371031006,Aktif,10,7371031,Rappocini
2614245,KAREZO CIPTA PERKASA,KOMP. VILLA HARMONI MINASA UPA,7371031,Aktif,7,7371031,Rappocini
2614344,TEKNIK EKSAKTA,KOMP BTN MINASA UPA,7371031,Aktif,7,7371031,Rappocini
2614394,ARIYUS BERSINAR LESTARI JAYA,JL. AROEPALA KOMP. PERMATA HIJAU,7371031004,Aktif,10,7371031,Rappocini
2614535,GRACIA CIPTA MANDIRI,JL MONGINSIDI BARU,7371031010,Aktif,10,7371031,Rappocini
2615178,DYAN ABADI KARYA,"PERUMNAS PANAKKUKANG JL TIDUNG 8 BLOK XI/37 RT.001 RW.008, MAPPALA",7371031003,Aktif,10,7371031,Rappocini
2615189,PRAKARSA MUKTI,JL. KARAENG BONTOTANGNGA,7371031002,Aktif,10,7371031,Rappocini
2615625,JELAJAH KARSA PRIMA,JL PELITA III,7371031010,Aktif,10,7371031,Rappocini
2615857,CORSELA,JL TIDUNG 3,7371031005,Aktif,10,7371031,Rappocini
2616118,AULIA ARSYI UTAMA,AP PETTARANI,7371031006,Aktif,10,7371031,Rappocini
2616640,RASIAH MEGACOM,"JL.SULTAN ALAUDDIN KOMP.RUKO PERMATA SARI NO.31 RT.001 RW.003, GUNUNG SARI",7371031001,Aktif,10,7371031,Rappocini
2617250,ALFALAH JAYA MANDIRI,BTN MINASAUPA,7371031,Aktif,7,7371031,Rappocini
2618705,NAEING PUTRA GRUP,JL SULTAN ALAUDDIN KOMP BPH RUKO II,7371031001,Aktif,10,7371031,Rappocini
2619275,MANNA CAHAYA TERANG LOGISTIK,JL TALASALAPANG KOMP DJIPANG PERMAI,7371031002,Aktif,10,7371031,Rappocini
2620531,TRIAS ANUGERAH MULIA,"JL. PALM RAJA NO, 49 B/9 (BARU)",7371031004,Aktif,10,7371031,Rappocini
2620680,KARYA AGANTA SUKSES,JL BTN MINASA UPA BLOK M8,7371031,Aktif,7,7371031,Rappocini
2621023,RIDWAN RIZKY UTAMA,"BTN.MINASA UPA BLOK. G.9 NO.4, GUNUNG SARI",7371031001,Aktif,10,7371031,Rappocini
2621046,SATYA GRAHA,"KOMPLEK PERMATA HIJAU LESTARI BLK P12/6 JLAROEPALA, KASSI-KASSI",7371031004,Aktif,10,7371031,Rappocini
2621456,KUDO SUKSES JAYA,JL AP PETTARANI 90,7371031008,Aktif,10,7371031,Rappocini
2621820,SYAKIR MEDIA PRESS,KELAPA TIGA,7371031010,Aktif,10,7371031,Rappocini
2621900,AGRO GLOBAL SENTOSA,JL. RSI FAIZAL XII NO.7,7371031007,Aktif,10,7371031,Rappocini
2621964,AULIA KHANSA WISATA,JALAN RSI FAISAL 14 NOMOR 13,7371031007,Aktif,10,7371031,Rappocini
2622331,MUSYAWARAH GURU MATA PELAJARAN PENDIDIKAN AGAMA KRISTEN KOTA MAKASSAR,JL RAPPOCINI RAYA,7371031008,Aktif,10,7371031,Rappocini
2622383,SAMUDERA TEKNIK PERSADA,JL AKASIA,7371031004,Aktif,10,7371031,Rappocini
2622483,MUSTIKA KARYA PRATAMA,JL HERTASNING KOMPLEKS PALM MAS,7371031008,Aktif,10,7371031,Rappocini
2622495,BARUGA CIPTA LESTARI,"JL KOMPLEK PURI TAMAN SARI BLOK E2/1 RT.004 RW.012, KASSI-KASSI",7371031004,Aktif,10,7371031,Rappocini
2622564,ORYZA,"JL PENDIDIKAN III  BLOK BLOK D I  NO 11 RT 004 RW 004, TIDUNG",7371031006,Aktif,10,7371031,Rappocini
2623373,MALINO INTI MEDIA,BTN MINASA UPA,7371031001,Aktif,10,7371031,Rappocini
2625030,PENDIDIKAN NURUL BUNGA HARAPAN,"JL.MINASA UPA BLOK.C4/3, KARUNRUNG",7371031002,Aktif,10,7371031,Rappocini
2625702,AQILA SARANA TEHNIK,JL PELITA II LR.3,7371031008,Aktif,10,7371031,Rappocini
2625780,ANAKMUDA DEVELOPMENT,BTN MINASA UPA BLOK,7371031,Aktif,7,7371031,Rappocini
2625960,MANGGALA KARYA,JL WIJAYA KUSUMA KOMP KESEHATAN,7371031007,Aktif,10,7371031,Rappocini
2625966,BOSS BROTHER INDONESIA,JL BANTA-BANTAENG RAYA,7371031007,Aktif,10,7371031,Rappocini
2626137,SEMESTADATA,"JL LANDAK BARU NO 58A RT.004 RW.003, BANTA-BANTAENG",7371031007,Aktif,10,7371031,Rappocini
2626758,ADI SUKSES MANDIRI,JL TODDOPULI 1 BLOK 25,7371031004,Aktif,10,7371031,Rappocini
2626836,PINISI RADJA UTAMA,BTN MINASA UPA BLOK F14/6,7371031001,Aktif,10,7371031,Rappocini
2628498,MAUPA MASAGENA (MASA),"BTN MINASA UPA JL AROEPALA BLOK AB16/1A RT.006 RW.021, GUNUNG SARI",7371031001,Aktif,10,7371031,Rappocini
2628680,TUJUH - TUJUH,JL KOMP. P & K,7371031001,Aktif,10,7371031,Rappocini
2629476,PT. MEDIATANI CITA INDONESIA,BTN MINASA UPA,7371031,Aktif,7,7371031,Rappocini
2629677,PERAJA ENTERPRISE TENTS AND DECORATION,JL TIDUNG MARIOLO,7371031006,Aktif,10,7371031,Rappocini
2630380,BUNGA BANGSA INDONESIA,"JL.M.UPA BLOK.C4/3, KARUNRUNG",7371031002,Aktif,10,7371031,Rappocini
2630624,ANUGERAH SEJATI MANDIRI,PERUMAHAN BTN MINASA UPA,7371031001,Aktif,10,7371031,Rappocini
2631363,KELOMPOK UMKM BERKARYA,JL TAMALATE 2,7371031003,Aktif,10,7371031,Rappocini
2631876,IPRO CELEBES CONSULTANT,ANGING MAMMIRI RESIDENCE,7371031002,Aktif,10,7371031,Rappocini
2633366,CV. SOFYA MITRA NIAGA,JL. ANDI DJEMMA LR. 6 PERUMAHAN PESONA LANDAK INDAH,7371031007,Aktif,10,7371031,Rappocini
2633367,BERANDA DIGITAL KREASI,JL. MONGINSIDI BARU 44,7371031009,Aktif,10,7371031,Rappocini
2634289,ALMAS FAIDA UTAMA,"JL MON EMMY SAELAN  BLOK BLOK III C NO 12 B RT 004 RW 002, TIDUNG",7371031006,Aktif,10,7371031,Rappocini
2635689,ANUGERAH ASET UTAMA,JL. AROEPALA,7371031004,Aktif,10,7371031,Rappocini
2636246,BANGUN INTI GEMILANG,JL. RAPPOCINI RAYA,7371031009,Aktif,10,7371031,Rappocini
2636397,AURA KARYA,JL SALEKOWA RAYA,7371031,Aktif,7,7371031,Rappocini
2636468,PUTRA MANDIRI,"JL BONTO DG NGIRATE I STP 4 BLOK 20/54 RT.002 RW.006, BONTO MAKKIO",7371031005,Aktif,10,7371031,Rappocini
2636937,NESHIA PRATAMA,JL LANDAK BARU,7371031007,Aktif,10,7371031,Rappocini
2637832,SULAWESI COMMUNITY FOUNDATION,JL TAMAN GOSEN RAYA II (PERMATA HIJAU TEGAL),7371031004,Aktif,10,7371031,Rappocini
2638823,MAJELIS TAKLIM UMMU - SHOLEHAH KANTOR KEMENTERIAN AGAMA KOTA MAKASSAR,JL RAPPOCINI RAYA,7371031008,Aktif,10,7371031,Rappocini
2639582,ALFAZZA JAYA AMANAH,JL BUMI BOSOWA PERMAI,7371031,Aktif,7,7371031,Rappocini
2640328,AGUNG SUKSES MEDIKA,"JL.TIDUNG 8 NO.160 RT.003 RW.009, MAPPALA",7371031003,Aktif,10,7371031,Rappocini
2642215,PT. SUMBER ALAM REZEKI GROUP,JALAN HERTASNING VI BLOK E.8 NOMOR 12. M.,7371031006,Aktif,10,7371031,Rappocini
2642295,ARYA JAYA,"JL YUSUF DG NGAWING NO 1 RT.003 RW.006, TIDUNG",7371031006,Aktif,10,7371031,Rappocini
2642363,TRIMEGAH ENERGI PRIMA TAMA,JL AP PETTARANI,7371031008,Aktif,10,7371031,Rappocini
2642387,PRIMA JAYA KARYA,"JL.EMMY SAELAN III NO.48, KARUNRUNG",7371031002,Aktif,10,7371031,Rappocini
2642396,LKP NUR MUKHLISAH,JL. SKARDA LR.04,7371031001,Aktif,10,7371031,Rappocini
