input_id,title_maps,address_maps,IDSBR_best,nama_bps_best,alamat_bps_best,score_jw,label
3deae176-7328-4fe0-bc73-ee1bbc51e5ba,"cv ramos sejahtera - jasa penyalur art, babysitter","Makassar, Jl. Faisal VIII No.15 A, Banta-Bantaeng, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",3941198,ramos sejahtera,jl nipa-nipa lama antang perum bukit cahaya manggala,0.7,unmatch
533c2e49-025d-4ea0-928a-69231c4bd15d,kios dg bella,"RCFP+V9H KIOS DG BELLA, Jl. Rutan, Tidung, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90221",97489095,kios diana,jl hertasning raya,0.85,unmatch
533c2e49-025d-4ea0-928a-69231c4bd15d,kios wahyudi,"RFJ3+QC3 Kios Wahyudi, Jl. Pinang, Kassi-Kassi, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",5407362,kios yuli,minasa upa f15 28,0.91,unmatch
533c2e49-025d-4ea0-928a-69231c4bd15d,kios riskal,"Lorong 11B No.8, Bua Kana, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",5407367,kios asri,btn minasa upa blok ab 16 no 1d,0.92,unmatch
fb0c7266-063d-4ce1-8eb8-84f258f9ad1b,kedai gentong,"Jl. RSI Faisal No.16a, Banta-Bantaeng, Rappocini, Makassar City, South Sulawesi 90222",97502030,kedai intan,jl raya pendidikan depan indomart,0.9,unmatch
fb0c7266-063d-4ce1-8eb8-84f258f9ad1b,rappocini warkop,"Jl. Rappocini Raya No.198, Banta-Bantaeng, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",97495000,rappocini raya motor,buakana,0.88,unmatch
fb0c7266-063d-4ce1-8eb8-84f258f9ad1b,kedai'ta,"Jl. Karaeng Bontotangnga VI raya No.24b, Karunrung, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90221",97502030,kedai intan,jl raya pendidikan depan indomart,0.9,unmatch
533c2e49-025d-4ea0-928a-69231c4bd15d,kios kti minasa upa,"Jl. Minasa Upa Blk. k2 No.4, Gn. Sari, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90221",97489095,kios diana,jl hertasning raya,0.85,unmatch
fb0c7266-063d-4ce1-8eb8-84f258f9ad1b,warkop sahabat umark,"Jl. Rappocini Raya Lrg. 5C Jl. Rappocini Raya Lorong 5 No.22, Rappocini, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",97490532,warkop ss,jl tamalate 1,0.86,unmatch
fb0c7266-063d-4ce1-8eb8-84f258f9ad1b,kedai saribattangta,"Jl. Rappocini Raya No.115, Bua Kana, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",97502030,kedai intan,jl raya pendidikan depan indomart,0.87,unmatch
fb0c7266-063d-4ce1-8eb8-84f258f9ad1b,kedai waktu ruang,"Jl. Rappocini Raya No.102, Bua Kana, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",97502030,kedai intan,jl raya pendidikan depan indomart,0.85,unmatch
533c2e49-025d-4ea0-928a-69231c4bd15d,kios ubuntu shop,"Jl. Sultan Alauddin No.162, Mangasa, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90221",97488422,kios plb unm,lingkup kampus fip unm,0.7,unmatch
533c2e49-025d-4ea0-928a-69231c4bd15d,kios ceti,"Jl. Monumen Emmy Saelan No.17, Gn. Sari, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90221",5407362,kios yuli,minasa upa f15 28,0.87,unmatch
533c2e49-025d-4ea0-928a-69231c4bd15d,toko rina,"Jl. Pelita Raya No.29 Lr.4, RT.001/RW.07, Bua Kana, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",97499877,toko prima,jl jipang raya no 29,0.94,unmatch
533c2e49-025d-4ea0-928a-69231c4bd15d,kios ani,"Jalan Pelita Raya Kios A8, Balla Parang, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",97489095,kios diana,jl hertasning raya,0.93,unmatch
533c2e49-025d-4ea0-928a-69231c4bd15d,fino cell,"Lorong 4 No.5, Rappocini, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",97751619,afi cell,btn minasa upa blok k13 no 10 a,0.88,unmatch
533c2e49-025d-4ea0-928a-69231c4bd15d,kios zam zam,"Jl. Karunrung Raya No.46, Karunrung, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90221",5407385,kios ima (fhatima),jl tidung 9 stp 12 no 270,0.86,unmatch
533c2e49-025d-4ea0-928a-69231c4bd15d,toko innah,"Jl. Tamalate VII No.35, Mappala, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",5411750,toko ikhsan,btn minasa upa blok ab 4 no 5,0.92,unmatch
533c2e49-025d-4ea0-928a-69231c4bd15d,kios kti hertasning 2,"RCJX+CVC Kios KTI Hertasning 2, Jl. Letjen Hertasning, Kassi-Kassi, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90255",5407367,kios asri,btn minasa upa blok ab 16 no 1d,0.84,unmatch
5195df46-a2ab-4131-9c18-2365ef0c8894,kost sikamaseang 2,"Blok AB1, Jl. Minasa Upa No.7, Gn. Sari, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",97490511,kost kostan,jl bumi 21,0.84,unmatch
5195df46-a2ab-4131-9c18-2365ef0c8894,pondok satria,"Jl. Pendidikan III No.16 Blok A3, Tidung, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",97502301,pondok panrita,jl rsi faisal xvii lr 3,0.94,unmatch
5195df46-a2ab-4131-9c18-2365ef0c8894,kost atikah,"Jl. Pinang No.162, Kassi-Kassi, Rappocini, Makassar City, South Sulawesi 90221",97493897,kost titi,btn minasa upa blok j3 no 12,0.88,unmatch
5195df46-a2ab-4131-9c18-2365ef0c8894,kost putri eksklusif,"RCMQ+376 Kost Putri eksklusif, Tidung, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",97453552,kost putri,bonto tangnga,0.9,unmatch
5195df46-a2ab-4131-9c18-2365ef0c8894,kost mapala,"RCMH+QCQ Kost Mapala, Banta-Bantaeng, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",97482205,kost kosan (mautulatan),jl pelita raya a 22,0.85,unmatch
f5aca70e-362f-4ce4-a852-b013ae25874b,warung sate madura indah,"Jl. Letjen Hertasning No.60-A, Tidung, Panakkukang, Makassar City, South Sulawesi 90222",97443983,warung makan bunda rahayu,jalan talasalapang,0.88,unmatch
5195df46-a2ab-4131-9c18-2365ef0c8894,pondok ordibel,"RCCR+H2X Pondok Ordibel, Jl. Al-Azhar I, Gn. Sari, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90221",5727467,pondok nuri,jl rappocini raya no 24,0.89,unmatch
5195df46-a2ab-4131-9c18-2365ef0c8894,kost putri nailah & adzkia,"Jl. Kp. Bontotangnga No.11, RT.001/RW.05, Karunrung, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",97453552,kost putri,bonto tangnga,0.88,unmatch
5195df46-a2ab-4131-9c18-2365ef0c8894,kinanti kost,"Jl. Karunrung Raya V, Karunrung, Rappocini, Makassar City, South Sulawesi 90221",2947310,kinanti,"komp pu jeneberang jl.sungai jenelata 3, rt. 001 rw 005, karunrung",0.92,match
5195df46-a2ab-4131-9c18-2365ef0c8894,kost a3,"Lrg. 2, Rappocini, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",97490511,kost kostan,jl bumi 21,0.88,unmatch
5195df46-a2ab-4131-9c18-2365ef0c8894,harapan djaya kost,"Jl. Minasa Upa Blk. AB 9 No.24/25, Paropo, Panakkukang, Makassar City, South Sulawesi 90231",2542564,harapan madani,"jl.mongisidi baru ab.5/20, balla parang",0.86,unmatch
5195df46-a2ab-4131-9c18-2365ef0c8894,kost dewi,"RFG2+2JX Kost Dewi, Jl. Tidung IX Setapak V, Kecil, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",97493897,kost titi,btn minasa upa blok j3 no 12,0.87,unmatch
533c2e49-025d-4ea0-928a-69231c4bd15d,kios ibu pri,"RF96+WWF Kios Ibu Pri, Jl. Minasa Upa, Gn. Sari, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90233",97488422,kios plb unm,lingkup kampus fip unm,0.88,unmatch
533c2e49-025d-4ea0-928a-69231c4bd15d,kios resky,"Jalan Anggrek AM 3 nomor 2, Minasa upa, Rappocini, Gn. Sari, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90221",5407367,kios asri,btn minasa upa blok ab 16 no 1d,0.87,unmatch
d9c4c940-4626-42c8-b55d-89573c80e59b,ivansyah photography,"RCFP+P89 Ivansyah Photography, Jl. Sultan Alauddin 2, Gn. Sari, Kec. Tamalate, Kota Makassar, Sulawesi Selatan 90221",97479097,ghaisan motor cv,jl landak baru no 60,0.72,unmatch
5195df46-a2ab-4131-9c18-2365ef0c8894,kost putra,"Jl. Skarda N No.No.22, Gn. Sari, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90221",97453552,kost putri,bonto tangnga,0.96,unmatch
5195df46-a2ab-4131-9c18-2365ef0c8894,kos kosan,"RF82+QRV Kos kosan, Karunrung, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90221",97486189,kos kosan,jl banta bantaeng,1.0,unmatch
5195df46-a2ab-4131-9c18-2365ef0c8894,kost green_leaf,"Jl. Tidung IX Setapak 14 No.172a, Mappala, Rappocini, Makassar City, South Sulawesi 90222",5727430,kos anugrah,jl landak baru no 114,0.8,unmatch
a5f80cdf-6efd-4dfd-ab73-73aa1b8aa4c6,percetakan arjom,"Jl. Sungai Saddang Baru No.6, Balla Parang, Rappocini, Makassar City, South Sulawesi 90222",97487269,percetakan,buakana,0.93,unmatch
a94af891-b384-4248-be36-23e406be0de4,harmin modiste,"Jl. Beringin IV No.18, Kassi-Kassi, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90231",3133356,harmoni mitra utama,hertasning baru aroepala,0.84,unmatch
5195df46-a2ab-4131-9c18-2365ef0c8894,kos rappocini',"No., Jl. Rappocini Raya No.98, Rappocini, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",97458678,sdn rappocini,jl cilallan jaya no 30,0.88,unmatch
5195df46-a2ab-4131-9c18-2365ef0c8894,aqilah kost,"RCCX+WXQ Aqilah Kost, Karunrung, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90221",97489287,aqila net,jalan emmy saelan 3,0.88,unmatch
5195df46-a2ab-4131-9c18-2365ef0c8894,kost sun rise,"Jalan Skarda N1, Ruko Komp. Mangasa Permai No.4, RW.5, Gn. Sari, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",97453552,kost putri,bonto tangnga,0.88,unmatch
5195df46-a2ab-4131-9c18-2365ef0c8894,kost pinkk,"Jl. Rappocini Lr.9f No.310, RT.001/RW.07, Rappocini, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",97453552,kost putri,bonto tangnga,0.88,unmatch
0926109d-45d4-468e-bb77-c293c143acd8,nasi kebuli bang ayi - rappocini,"Lorong 9B No.7, Bua Kana, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",97501274,nasi kuning mas anto,perum mutiara timur 2 berlian 14,0.82,unmatch
0926109d-45d4-468e-bb77-c293c143acd8,baraccungmks,"Depan Apotek Sinar, BRC 88, Jl. Rappocini Raya No.88, Rappocini, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90231",3176931,baruga news,btn minasa upa,0.8,unmatch
0926109d-45d4-468e-bb77-c293c143acd8,sari laut mas wawan,"Jl. Rappocini Raya No.116, Bua Kana, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",5727431,sari laut istana,jl landak baru no124 a,0.89,unmatch
0926109d-45d4-468e-bb77-c293c143acd8,home a dessert rappocini,"Rappocini, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",3081921,home center indonesia,jl andi pangeran pettarani kav 1,0.84,unmatch
0926109d-45d4-468e-bb77-c293c143acd8,bakso raksasa bang rais,"Jalan Aroepala Hertasning Baru No 117 C Minasaupa Kecamatan Rappocini, Gn. Sari, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",5727388,bakso bakar (saikul),jl tidung 9,0.84,unmatch
0926109d-45d4-468e-bb77-c293c143acd8,warteg fatmawati,"Jl. Rappocini Raya No.D/12, RT.005/RW.01, Bua Kana, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",2691732,warteg selera,jl talasalapang raya,0.82,unmatch
0926109d-45d4-468e-bb77-c293c143acd8,rm raso basamo masakan padang asli,"Jl. Rappocini Raya No.82, Maricaya Sel., Kec. Mamajang, Kota Makassar, Sulawesi Selatan 90222",3329242,yayasan almarisah madani,jl wijaya kusuma raya no 8 rt 011 rw 001 banta-bantaeng,0.71,unmatch
0926109d-45d4-468e-bb77-c293c143acd8,nasi kuning begadang,"Jl. Rappocini Raya Lorong 5 No.335A, Rappocini, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",5729346,nasi kuning <gilang>,jalan tidung 10 no 251,0.92,unmatch
21f4d74b-5eb9-41e0-9f1a-e69b6735a5b1,service dan reparasi jam tangan,"Jl. Letjen Hertasning No.4, RT.001/RW.03, Bua Kana, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",5960468,service ac,rappocini lr 3,0.84,unmatch
0926109d-45d4-468e-bb77-c293c143acd8,kuliner iyeiye,"RFJ2+33F Kuliner Iyeiye, Jl. Tamalate VI, Kassi-Kassi, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",97501147,klinik astri,jl mappala,0.73,unmatch
0926109d-45d4-468e-bb77-c293c143acd8,penyet ma'de with mamam bakmi,"Jalan Landak Baru No. 77, De'pujasera, Bantabantaeng, Rappocini, Banta-Bantaeng, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",5817303,penyediaan rumah sewa,jln rutan pondok alam perdana blok b no 6,0.82,unmatch
0926109d-45d4-468e-bb77-c293c143acd8,warung wonogiri mas cipto,"Jalan Minasaupa Blok L7 No 11B Minasaupa Kecamatan Rappocini, Gn. Sari, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",5727380,warung bakso roni,jipang raya,0.86,unmatch
0926109d-45d4-468e-bb77-c293c143acd8,bakso barokah jaya mas tony,"Jalan Minasaupa Blok N6 No 12 Minasaupa, Kecamatan Rappocini, Gn. Sari, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",97500135,bank sampah katangka,jl syekh yusuf,0.79,unmatch
0926109d-45d4-468e-bb77-c293c143acd8,rujak baji,"Jl.rappocini Raya Lr.3 No.145, RT.001/RW.01, Balla Parang, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",2970349,raka,jl hertasning baru komp pdgi,0.82,unmatch
0926109d-45d4-468e-bb77-c293c143acd8,ayam goreng sambal terasi,"Jl. Rappocini Raya No.10D, Maricaya Sel., Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",6620007,ayam bakar madaeng pelita,jalan pelita raya a27,0.86,unmatch
0926109d-45d4-468e-bb77-c293c143acd8,tahu go rappocini,"Lrg. Garden No.5-20, Rappocini, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",5890628,stars gym rappocini,jl rappocini raya no 73,0.78,unmatch
0926109d-45d4-468e-bb77-c293c143acd8,bfc sukma rappocini,"RCWH+GFJ Bfc Sukma Rappocini, Unnamed Road, Rappocini, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",5407452,bahari rappocini,jl rappocini raya no 165 b,0.79,unmatch
0926109d-45d4-468e-bb77-c293c143acd8,warung anugrah pelita,"RCXJ+96H Warung Anugrah Pelita, Jl. Rappocini Raya Lrg. VH, Rappocini, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",97477999,warung campuran (ria),rappocini raya lr 9 no 30,0.89,unmatch
0926109d-45d4-468e-bb77-c293c143acd8,nasi kuning 55,"Jl. Rappocini Raya No.113, Rappocini, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",97501274,nasi kuning mas anto,perum mutiara timur 2 berlian 14,0.89,unmatch
0926109d-45d4-468e-bb77-c293c143acd8,sari laut sambara rappocini,"Jl. Rappocini Raya No.202b, Bua Kana, Rappocini, Makassar City, South Sulawesi 90222",5727431,sari laut istana,jl landak baru no124 a,0.86,unmatch
6ddd2371-365d-4bc8-8a49-290d8c573b31,makassar cell 03,"Jl. Rappocini Raya No.37C, Rappocini, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",2512606,makassar central mobil,jl monginsidi baru,0.89,unmatch
6ddd2371-365d-4bc8-8a49-290d8c573b31,t9 cell,"RF82+6V9 T9 Cell, Jl. Minasa Upa, Karunrung, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",97461282,89 cell,jl talasalapang perum jipang permai blok dp 9 no 5,0.9,unmatch
6ddd2371-365d-4bc8-8a49-290d8c573b31,rayya cell,"Jalan Minasa Upa Blok L7 No 1 Minasaupa Kecamatan Rappocini, Gn. Sari, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",2494333,rayyan fajrial,jl. nikel,0.84,unmatch
0926109d-45d4-468e-bb77-c293c143acd8,om chick crispy chicken,"RC9R+CWF Om Chick Crispy Chicken, Griya Jl. Talasalapang, Gn. Sari, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90221",97497666,om chick crispy (ali murtado),jl talasalapang raya no,0.87,unmatch
0926109d-45d4-468e-bb77-c293c143acd8,kios la galigo,"Ruko Permata Taman Sari, Jl. Pengayoman No.18, Bua Kana, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90231",97473415,kios gas elpiji,jl aroupala permt yasmin g1 6,0.86,unmatch
0926109d-45d4-468e-bb77-c293c143acd8,rm. new ujung pandang,"Jl. Pengayoman No.12-13, Bua Kana, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90231",97481535,sd inpres unggulan btn pemda,jl ap pettarani blok e 19 no 25,0.69,unmatch
eb93c11f-6cab-40d7-ab96-0334ebae540b,yusrianz profesional hipnoterapi | sekolah praktisi dan layanan konsultasi,"Tidung 2 Jl. Setapak 2 No.47, Bonto Makkio, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",94422259,btn kantor kas layanan pos online pettarani,"jl. ap.pettrarani makassar 90222 , makassar",0.71,unmatch
0926109d-45d4-468e-bb77-c293c143acd8,ayam muda,"Jl. Rappocini Raya No.225e, Banta-Bantaeng, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",3375582,ayam merah production,komplek kodam gunung sari,0.86,unmatch
0926109d-45d4-468e-bb77-c293c143acd8,maestro ayam penyet,"Jl. Rappocini Raya No.43, Rappocini, Makassar City, South Sulawesi 90222",4111283,maestro berjaya makassar,jl emmy saelan iii,0.84,unmatch
0926109d-45d4-468e-bb77-c293c143acd8,golqi chicken rappocini,"Jl. Rappocini Raya No.112a, Bua Kana, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",2531732,ken,jl teduh bersinar komplek lagosi home,0.71,unmatch
6ddd2371-365d-4bc8-8a49-290d8c573b31,aq phone,"RCVJ+H79 Aq Phone, Jl. Rappocini Raya, Bua Kana, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",97489287,aqila net,jalan emmy saelan 3,0.78,unmatch
6ddd2371-365d-4bc8-8a49-290d8c573b31,jual beli iphone &android makassar,"kopi gadget belakang wuling, Jl. Buakana Jl. Andi Pangeran Pettarani, Bua Kana, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90231",97501962,jual beli barang bekas (pasolo),b t n minasa upa blok e 5 no 15,0.86,unmatch
6ddd2371-365d-4bc8-8a49-290d8c573b31,dafa cell,"Jl. Pelita Raya V-a No.17, Bua Kana, Rappocini, Makassar City, South Sulawesi 90222",97751619,afi cell,btn minasa upa blok k13 no 10 a,0.88,unmatch
6ddd2371-365d-4bc8-8a49-290d8c573b31,alinea cellular,"Jl. Pelita 2 No.64, Bua Kana, Rappocini, Makassar City, South Sulawesi 90222",3654663,alifya asri,komp btn minasa upa residen,0.79,unmatch
6ddd2371-365d-4bc8-8a49-290d8c573b31,toko hp,"Jl. Rappocini Raya No.152, Bua Kana, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",97499877,toko prima,jl jipang raya no 29,0.89,unmatch
6ddd2371-365d-4bc8-8a49-290d8c573b31,ckt cell,"Jl. Pelita 2 No.86, Bua Kana, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",97478694,cakra cell,jl rappocini raya no 89 a,0.87,unmatch
6ddd2371-365d-4bc8-8a49-290d8c573b31,generasi celluler,"Jl. A. P. Pettarani No.110, Bua Kana, Rappocini, Makassar City, South Sulawesi 90222",5779146,generasi cell,jalan ap pettarani no 110,0.95,match
6ddd2371-365d-4bc8-8a49-290d8c573b31,terminal hp,"Jl. Rappocini Raya No.142, Bua Kana, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",3791832,terminal utama makassar,jl rappocini raya,0.84,unmatch
6ddd2371-365d-4bc8-8a49-290d8c573b31,ff cell,"Jl. Rappocini Raya No.12a, Banta-Bantaeng, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",97751619,afi cell,btn minasa upa blok k13 no 10 a,0.87,unmatch
6ddd2371-365d-4bc8-8a49-290d8c573b31,vcell,"165G, Jl. Rappocini Raya",97461282,89 cell,jl talasalapang perum jipang permai blok dp 9 no 5,0.79,unmatch
6ddd2371-365d-4bc8-8a49-290d8c573b31,indary cell,"Jalan Rappocini Raya Nomor 29 Kelurahan Buakana Rappocini Kota Makassar, Buakana, Makassar, Rappocini, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90213",5407391,d wina cell,jalan tamalate 1 no 17,0.84,unmatch
6ddd2371-365d-4bc8-8a49-290d8c573b31,halo 2000,"Jl. Rappocini Raya No.166, Bua Kana, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",97493231,halo 2000,rappocini,1.0,unmatch
6ddd2371-365d-4bc8-8a49-290d8c573b31,adlu cell,"Jl. Rappocini Raya No.210, Banta-Bantaeng, Rappocini, Makassar City, South Sulawesi 90222",97457652,adlu cell (agus),jl.rappocini raya no.210,0.91,match
6ddd2371-365d-4bc8-8a49-290d8c573b31,bayu cell,"Jl. Cilallang No.41, Bua Kana, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",97489028,bayu buana travel pt,ruko ambasador jl faisal raya,0.83,unmatch
6ddd2371-365d-4bc8-8a49-290d8c573b31,ipa cell,"RCHV+P3H Ipa Cell, Jl. Monumen Emmy Saelan, Tidung, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",97751619,afi cell,btn minasa upa blok k13 no 10 a,0.87,unmatch
6ddd2371-365d-4bc8-8a49-290d8c573b31,akbar cell,"Jl. RSI Faisal XIV No.2, Banta-Bantaeng, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",97478694,cakra cell,jl rappocini raya no 89 a,0.9,unmatch
6ddd2371-365d-4bc8-8a49-290d8c573b31,354 cell 01,"Jl. Tamalate No.101, Mappala, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",97461282,89 cell,jl talasalapang perum jipang permai blok dp 9 no 5,0.72,unmatch
6ddd2371-365d-4bc8-8a49-290d8c573b31,eshan cell,"Jalan Landak Baru no 61, Bantaeng bantaeng, Rappocini, Banta-Bantaeng, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",4278126,eshan,jl landak baru,0.9,match
6ddd2371-365d-4bc8-8a49-290d8c573b31,talasalapang cell,"RC9R+8V6 Talasalapang Cell, Gn. Sari, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90221",97502281,talasalapang motor cv,jl hertasning baru no180,0.9,unmatch
6ddd2371-365d-4bc8-8a49-290d8c573b31,focusindo technologies,"Jl. Rappocini Raya No.164, Bua Kana, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",3757518,flock indonesia,jl cilallang jaya,0.78,unmatch
6ddd2371-365d-4bc8-8a49-290d8c573b31,ichal cell,"Jl. RSI Faisal XVII No.2 No.22, Banta-Bantaeng, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",3867158,ical cms,jl. bonto dg ngirate stp 2,0.83,unmatch
6ddd2371-365d-4bc8-8a49-290d8c573b31,87 cell,"Jl. Monumen Emmy Saelan No.40, Gn. Sari, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90221",97461282,89 cell,jl talasalapang perum jipang permai blok dp 9 no 5,0.91,unmatch
6ddd2371-365d-4bc8-8a49-290d8c573b31,alzayn cell,"Gg. III No.22, Gn. Sari, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",97751619,afi cell,btn minasa upa blok k13 no 10 a,0.79,unmatch
6ddd2371-365d-4bc8-8a49-290d8c573b31,rappocini ponsel,"Jl. Rappocini Raya No.170, Bua Kana, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",97495000,rappocini raya motor,buakana,0.85,unmatch
6ddd2371-365d-4bc8-8a49-290d8c573b31,rcm.store,"Jl. Buakana No.2, RT.3, Masale, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90231",3758953,reswor,jl tamalate 3 stp 32,0.73,unmatch
6ddd2371-365d-4bc8-8a49-290d8c573b31,aisyah cell,"Jalan Pelita Raya A22 No.13, Balla Parang, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",97751619,afi cell,btn minasa upa blok k13 no 10 a,0.85,unmatch
6ddd2371-365d-4bc8-8a49-290d8c573b31,persiden hp rappocini,"Jl. Rappocini Raya No.187b, Bua Kana, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",4923163,penjahit soppeng,jl jipang raya,0.77,unmatch
6ddd2371-365d-4bc8-8a49-290d8c573b31,toko gallery phone,"Jl. Rappocini Raya No.180, Bua Kana, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",97491718,toko energy <yono>,landak baru no 33a,0.85,unmatch
6ddd2371-365d-4bc8-8a49-290d8c573b31,berkah cell rappocini,"Jl. Rappocini Raya Lrg. 5F, Rappocini, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",3579263,berkah propertindo,jl tidung ix stp 15,0.87,unmatch
6ddd2371-365d-4bc8-8a49-290d8c573b31,digital celluler,"Jl. Rappocini Raya No.205, Bua Kana, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",5779137,ipul celluler,jl bonto dg ngirate blk 20 stp no 22,0.84,unmatch
6ddd2371-365d-4bc8-8a49-290d8c573b31,diamond cell,"Jl. Rappocini Raya No.187B, Bua Kana, Rappocini, Makassar City, South Sulawesi 90222",97750695,diamond cell <philip>,jalan rappocini raya no 193,0.91,unmatch
fb0c7266-063d-4ce1-8eb8-84f258f9ad1b,warkop d'best,"Jl. Tamalate VI No.2, Kassi-Kassi, Rappocini, Makassar City, South Sulawesi 90212",97490532,warkop ss,jl tamalate 1,0.9,unmatch
fb0c7266-063d-4ce1-8eb8-84f258f9ad1b,warkop 257,"RCCV+FF3 Warkop 257, Gn. Sari, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90221",97490532,warkop ss,jl tamalate 1,0.9,unmatch
fb0c7266-063d-4ce1-8eb8-84f258f9ad1b,itumo.mks 2.0,"RCJW+HGC ITUMO.MKS 2.0, Jl. Tidung II/Stp I, Bonto Makkio, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",3330058,mutecom,jl pelita raya tengah,0.63,unmatch
fb0c7266-063d-4ce1-8eb8-84f258f9ad1b,warung gaming,"Jl. Tamalate III No.100, Mappala, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",97489196,warung minakjinggo,jl hertasning 100,0.91,unmatch
