input_id,title_maps,address_maps,IDSBR_best,nama_bps_best,alamat_bps_best,score_jw,label
a1b862b7-f3dd-4080-8d73-191b75975673,simetri cafe mks,"Jl. Rappocini Raya No.109A, Bua Kana, Rappocini, Makassar City, South Sulawesi 90222",4471585,sefactor deos maks,jl rappocini raya,0.75,unmatch
9f9df669-eaf0-4928-a13f-cddf4346d781,agen xamthone plus makassar,"JL. A. P. Pettarani, No. 61, Bua Kana, Kec. Makassar, Kota Makassar, Sulawesi Selatan 90222",3532554,teras sunnah makassar,talasalapang 2,0.78,unmatch
a1b862b7-f3dd-4080-8d73-191b75975673,daun coffee monginsidi,"komp. Ruko Puri Mutiara, Jl. Monginsidi Baru No.1, Rappocini, Makassar City, South Sulawesi 90222",3365337,daf,jl mon.emmy saelan komp monumen mutiara,0.77,unmatch
a3f39cd3-b9af-4647-a544-aeb050afa744,"paprik""perfume shop""","Jl. Tamalate IV No.138, Kassi-Kassi, Rappocini, Makassar City, South Sulawesi 90222",3560125,pp-brp kso,jl letjen hertasning,0.69,unmatch
a3f39cd3-b9af-4647-a544-aeb050afa744,iye parfum,"RCJW+GHR Iye Parfum, Jl. Bonto Daeng Ngirate, Bonto Makkio, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",4026968,imperium,jl skarda n mangasa permai,0.76,unmatch
97432aae-4bc6-4f76-9a6f-4ed0e625ba8f,homecare dan sunat modern makassar,"Jl. Monumen Emmy Saelan Lrg. 7, Bonto Makkio, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",4325925,marala movers makassar,jl.toddopuli vi borong indah 10,0.75,unmatch
97432aae-4bc6-4f76-9a6f-4ed0e625ba8f,klinik alvaro care,"Blok 20, Jl. Bonto Daeng Ngirate Stp. 3 No.25, RT.002/RW.06, Bonto Makkio, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",97502853,klinik addaraen,jl sultan alauddin no 305 a,0.89,unmatch
a3f39cd3-b9af-4647-a544-aeb050afa744,aa bar parfum,"Jl. Toddopuli Raya No.14, Kassi-Kassi, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",3844982,azka prima utama,jl sultan alauddin perumahan galosi home,0.76,unmatch
a3f39cd3-b9af-4647-a544-aeb050afa744,dirah shop parfum,"RCFP+6XG Dirah Shop Parfum, Jalan Sultan Alauddin, GunungSari, Rappocini, Gn. Sari, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",3814015,dibar utama properti,jl syech yusuf,0.76,unmatch
a3f39cd3-b9af-4647-a544-aeb050afa744,berlian parfume jipang raya,"Jl. Jipang Raya No.67, Karunrung, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90221",3452839,berlian utama,jl landak baru,0.86,unmatch
1f475870-d8a1-4993-8ddf-aa92390536fc,londry home,"Jl. Kr. Bontotangnga No.19, Karunrung, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 92176",97458150,loundry one fresh,jl. mon.emmy saelan 3,0.83,unmatch
fe8bc2b2-f25b-432e-a229-5cdce49ad29e,metaforest outdoor gear,"Kompleks Permata Hijau, Blok I. 29, Kota Makassar, Sulawesi Selatan 90222",4388015,mote water filterindo,komp mangasa permai blok,0.74,unmatch
d78f595a-1a70-430d-bcff-2b6b5ed40270,ibral's food & craft,"Jl. Tidung IV Setapak 3 No.78 Blok 16, Bonto Makkio, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",5963806,salon flora,jl tala salapang raya,0.72,unmatch
5a628f83-744c-416f-81c3-c44068b5e4d2,cahaya kost (toko angga arifin),"Jl. Buakana Raya No.20B, Bua Kana, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",3517194,cahaya integritas kooperatif,jl. hertasning barat komp.gpi b/16,0.84,unmatch
5a628f83-744c-416f-81c3-c44068b5e4d2,kios nafisah,"RCWJ+R82 Kios nafisah, Unnamed Road, Bua Kana, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",97489095,kios diana,jl hertasning raya,0.91,unmatch
b88fd9cb-1c32-42ce-958b-be7e379e78a8,sanggara,"Jl. Minasa Upa No.18, Gn. Sari, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90221",2791044,sanggar ininnawa,"jl sultan alauddin lr al azhar i no 10 rt 001 rw 016, gunung sari",0.9,unmatch
49a550cd-8929-4014-9389-0b3a01e61296,alauddin soho,"Gn. Sari, Kec. Rappocini, Kota Makassar, Sulawesi Selatan",3252070,aliah consulindo,jl tidung vii stp.2,0.78,unmatch
49a550cd-8929-4014-9389-0b3a01e61296,eiger adventure flagship store makassar,"Jl. Andi Djemma No.82, Banta-Bantaeng, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",3858392,virtual universitas negeri makassar,jl tamalate i kampus iv universitas negeri makassar,0.79,unmatch
49a550cd-8929-4014-9389-0b3a01e61296,alaudin plaza ruko no7,"RCCR+62M Alaudin Plaza Ruko No7, Jl. Sultan Alauddin, Gunung Sari, Rappocini, Makassar City, South Sulawesi 90221",3033408,anuta pura konsultan,jl tidung 9 perum citra tidung regency,0.75,unmatch
f18eb4d6-441c-44fe-b151-1588e7f8649a,pkbm dahlia,"Permata Hijau Permai, Jl. Aroeppala Blk. D No.33, Kassi-Kassi, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",4556211,pkbm salsabilah,"jl.tidung x blok 12 no.258 rt.005 rw.007, mappala",0.86,unmatch
58b2c6cb-0749-4fd6-967b-5aedd9a79e90,salon kristin,"Jl. Andi Djemma No.96, Banta-Bantaeng, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",5960465,salon darwis,jalan landak baru no 112 a,0.89,unmatch
58b2c6cb-0749-4fd6-967b-5aedd9a79e90,ferry salon & bridal,"Jl. RSI Faisal XIV No.29c, Banta-Bantaeng, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",4246051,fran,jalan rappocini,0.76,unmatch
58b2c6cb-0749-4fd6-967b-5aedd9a79e90,tin ton salon,"Jl. Andi Djemma No.3, Banta-Bantaeng, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",2678354,tire solution,jl hertasning baru,0.81,unmatch
39b705ae-7b56-4558-859d-aa1a9e84bdd7,warung nur khas coto nur labuang baji,"Jl. Andi Djemma No.134, RT.003/RW.007, Banta-Bantaeng, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",5407366,warung klontong,btn minasa upa blok k15 no 28,0.84,unmatch
58b2c6cb-0749-4fd6-967b-5aedd9a79e90,muchtar salon,"Jl. Banta Bantaeng No.49, Banta-Bantaeng, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",3770362,muchtar trading,jl griya kisel damai,0.89,unmatch
5709ad51-5ab4-4185-9630-2e828e2edffc,maira the label,"Jl. Letjen Hertasning No.88C, Pandang, Kec. Panakkukang, Kota Makassar, Sulawesi Selatan 90234",3782826,mitra sahabat,"jl.landak baru lr.1 no.33, banta-bantaeng",0.8,unmatch
39b705ae-7b56-4558-859d-aa1a9e84bdd7,warung kapurung,"RCPH+5PQ Warung Kapurung, Jl. RNo.9, Banta-Bantaeng, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",5407436,warung campuran,jl landak baru lr 7 no 30,0.92,unmatch
a77032c8-a532-4596-8ab1-a43f356ecce1,white house barbershop,"Jl. RSI. Faisal Raya II No.1, Banta-Bantaeng, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",2531593,stwor,jalan. landak baru i,0.68,unmatch
9927f2da-be6d-4ea6-a2be-655b0349e54a,abon khas makassar,"Jl. Cilallang No.1 No 9, Bua Kana, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",97451450,roemah sablon makassar,jl tidung 9 stp 12 no 271,0.83,unmatch
58b2c6cb-0749-4fd6-967b-5aedd9a79e90,salon & spa alyssa,"Jl. Banta Bantaeng No.40, Banta-Bantaeng, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",97477975,salon laura,buakana,0.84,unmatch
fe4ac0d7-b543-4fc3-96aa-482c5f581e79,pijat refleksi panggilan makassar,"Jl. Bonto Daeng Ngirate No.25, Bonto Makkio, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",4292342,pengawal putra makassar,jl. hertasning baru perumahan halmin residence blok a no. 1,0.78,unmatch
8135880a-552f-4c55-98c3-377276b01bff,rajawali jaya,"Jl. Andi Djemma No.76, Banta-Bantaeng, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",97484238,rajawali advertising,jl. sungai saddang baru 92 a,0.85,unmatch
8135880a-552f-4c55-98c3-377276b01bff,ud badirah,"Jl. Andi Djemma No.80, Banta-Bantaeng, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",97469974,adira,jl tidung,0.77,unmatch
5cf543af-47b7-4823-b06b-81cfc275e3db,emilio barberhouse,"Jl. Letjen Hertasning No.36, Tidung, Rappocini, Makassar City, South Sulawesi 90222",3695592,mila,"jl.hertasning blk e.10/4 a-9 rt.001 rw.007, tidung",0.74,unmatch
5cf543af-47b7-4823-b06b-81cfc275e3db,px barbershop,"Jl. Wijaya Kusuma No.42, Banta-Bantaeng, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",97482949,audrey baby shop,jl.sungai saddang baru,0.73,unmatch
5cf543af-47b7-4823-b06b-81cfc275e3db,....,"Jl. Andi Djemma No.55, Banta-Bantaeng, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90224",4228305,p.o.hasma,"komp.btn.agraria blok.s no.24, karunrung",0.57,unmatch
5cf543af-47b7-4823-b06b-81cfc275e3db,nz barbershop,"Jl. Andi Djemma No.70, Banta-Bantaeng, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",97482949,audrey baby shop,jl.sungai saddang baru,0.73,unmatch
ed9541a6-cf4a-42d1-a336-1867414cb79e,ahass supra motor,"Jl. Andi Djemma No.94D, Banta-Bantaeng, Rappocini, Makassar City, South Sulawesi 90222",97493281,aasesoris komputer,buakana,0.79,unmatch
ed9541a6-cf4a-42d1-a336-1867414cb79e,bengkel daeng lira,"Lrg. 6 No.101, Banta-Bantaeng, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",4923165,bengkel las <ridwan>,jalan karaeng bonto tangnga,0.9,unmatch
5cf543af-47b7-4823-b06b-81cfc275e3db,bangbou barbershop,"Jl. Rappocini Raya, Banta-Bantaeng, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",3367451,bangun anugrah,"komplek pws jeneberang jl jenelata no c9 rt.001 rw.005, karunrung",0.83,unmatch
a1f21597-e456-41c2-8f51-279127c3a3ce,toko permata,"Jl. Sultan Alauddin No.307, Pa'baeng-Baeng, Kec. Tamalate, Kota Makassar, Sulawesi Selatan 90221",97499877,toko prima,jl jipang raya no 29,0.93,unmatch
5cf543af-47b7-4823-b06b-81cfc275e3db,future street barbershop,"Jl. Andi Djemma Landa Baru No.29, Banta-Bantaeng, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",3398926,universal pers orbit sejahtera,jl. aroepala kompleks halmin residence no 1,0.7,unmatch
4a7c4c18-97f4-4aa2-a536-a639ae08f3e4,disya laundry,"Jalan Wijaya Kusuma l Blok K.5 No.10, Banta-Bantaeng, Rappocini, Banta-Bantaeng, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",97480346,lia laundry,jalan pelita raya,0.89,unmatch
4a7c4c18-97f4-4aa2-a536-a639ae08f3e4,maha laundry makassar,"Samping Mapala Medical Clinic, Jl. Mapala Raya No.13 Blok A3, Tidung, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",2673596,jaya mandiri makassar,jl. tamalate 5,0.85,unmatch
dfc1b07c-4796-43da-a41c-71e21c86864a,makassar powder coating,"Ruko Permata Sari, Jl. Sultan Alauddin No.11, Gn. Sari, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90221",97479226,makassar pet clinic,jl mon emmy saelan no. 103 a,0.9,unmatch
dfc1b07c-4796-43da-a41c-71e21c86864a,baby arti fotografi,"2, Jl. Andi Djemma No.33, Banta-Bantaeng, Rappocini, Makassar City, South Sulawesi 90222",3595227,batara cipta,"jl.rsi faisal ix no.12 rt.003 rw.02, banta-bantaeng",0.76,unmatch
dfc1b07c-4796-43da-a41c-71e21c86864a,bingkai batik frame,"Jl. Letjen Hertasning B No.51, Kassi-Kassi, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",4441317,bintang lima media,"jl.aroepala samping smp 40 tembusan komp. anggrek minasa upa,rt.004/rw.010,gunung sari",0.82,unmatch
61be78b1-1bf6-48d2-ab83-c2f761594c87,warkop qinan,"Jl. Wijaya Kusuma No.37, Banta-Bantaeng, Rappocini, Makassar City, South Sulawesi 90222",97459169,warkop cangkir,jl landak baru no12,0.89,unmatch
7914b7da-54e8-4bf8-852f-ac5e86a6e4b1,kedai kopi sija pelita raya,"Jl. Pelita Raya No.A34/15E, Bua Kana, Kec. Bontoala, Kota Makassar, Sulawesi Selatan 90222",97488062,kedai kopi refirah,jalan landak baru,0.85,unmatch
b72039f0-58d6-4049-a71a-6e78e8fa5f67,toko alasar cell,"Jl. Wijaya Kusuma No.2, Banta-Bantaeng, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",97501727,toko cahaya lulu,jl syekh yusuf,0.88,unmatch
b951af0c-2422-46bf-b65d-7bdaa90dd25d,toko bras telur,"Jl. Tamalate No.1A, Bonto Makkio, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",97503672,toko alam sumber,jl talasalapang raya no 11,0.88,unmatch
b951af0c-2422-46bf-b65d-7bdaa90dd25d,perumnas,"RCHV+5QM Perumnas, Jl. Tidung V Setapak 2, Bonto Makkio, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",97500130,perum perumnas regional vii,j l hertasning blok b1 no. 1,0.86,unmatch
b951af0c-2422-46bf-b65d-7bdaa90dd25d,zara olshop,"Jl. Tidung IV Setapak 4 No.66, Bonto Makkio, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",97506123,ani olshop,pelita raya tengah 1 blok a6b no 7,0.84,unmatch
b951af0c-2422-46bf-b65d-7bdaa90dd25d,wedrinkmks4,"Jl. Tamalate No.40, Bonto Makkio, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",2801087,emir konsultan,"btn minasa upa blok b1/4 rt.001 rw.003, karunrung",0.66,unmatch
b951af0c-2422-46bf-b65d-7bdaa90dd25d,toko fatimah,"Blok 20 No.3, Jl. Bonto Daeng Ngirate, Bonto Makkio, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",97473377,toko atifak,komp ikip blok g iii no 9,0.91,unmatch
b951af0c-2422-46bf-b65d-7bdaa90dd25d,"roti bakar kuy, cab. tamalate","Jl. Tamalate, Bonto Makkio, Rappocini, Makassar City, South Sulawesi",2970349,raka,jl hertasning baru komp pdgi,0.74,unmatch
b951af0c-2422-46bf-b65d-7bdaa90dd25d,toko bayi bunda wahid,"Jl daeng ngirate 2 (pondok komi Yuki pas samping masjid quba Kec. rappocini, Bonto Makkio, Kec. Bontoala, Kota Makassar, Sulawesi Selatan 90222",97491518,toko jaya (irfan fahmi),jl kumala,0.85,unmatch
b951af0c-2422-46bf-b65d-7bdaa90dd25d,gula aren (golla ta') makassar,"Jl. Hertasning Barat II No.e4, Bonto Makkio, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",3331238,"kumala cemerlang abadi makassar, pt",jl ap petarani no 98 b,0.72,unmatch
b951af0c-2422-46bf-b65d-7bdaa90dd25d,ayam potong eiryn,"Jl. Tamalate No.15, Bonto Makkio, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",97751293,ayam penyet mas yogo,btn minasa upa blok j5 no 7,0.84,unmatch
b951af0c-2422-46bf-b65d-7bdaa90dd25d,balqis herbal,"RCJW+GH4 Balqis Herbal, Jl. Bonto Daeng Ngirate, Bonto Makkio, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",3924564,balqis makmur jaya selamat,jl salemba,0.84,unmatch
b951af0c-2422-46bf-b65d-7bdaa90dd25d,pondok rahayu,"RCJV+2P3 pondok rahayu, Bonto Makkio, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",5727447,pondok hijau,jl faisal xvii no 32,0.9,unmatch
b951af0c-2422-46bf-b65d-7bdaa90dd25d,minamart,"RCPV+678 MINAMART, Bonto Makkio, Rappocini, Makassar City, South Sulawesi 90222",3610494,mina,"btn minasa upa blok m1 no 6 rt 001 rw 009, gunung sari",0.9,unmatch
b951af0c-2422-46bf-b65d-7bdaa90dd25d,fiqih indah cell,"Coto Hertasning I, Jalan Let Jend Hertasning I No. 112, Rappocini, Bonto Makkio, Kec. Makassar, Kota Makassar, Sulawesi Selatan 90222",97491695,fiqhi indah cell (rastinah),hertasning,0.89,unmatch
b951af0c-2422-46bf-b65d-7bdaa90dd25d,cahaya dahlia,"Jl. Tamalate No.78B, Bonto Makkio, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",3921930,cahaya ditama,"jl.hertasning blok e.16 no.4 rt.003 rw.007, tidung",0.92,unmatch
b951af0c-2422-46bf-b65d-7bdaa90dd25d,toko alat jahit,"Jl. Tamalate No.187, Bonto Makkio, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",97489302,toko kue adijaya,btn minasa upa k 8 no 27,0.87,unmatch
b951af0c-2422-46bf-b65d-7bdaa90dd25d,fahril phone,"Jl. Tamalate No.01 no 03, Bonto Makkio, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",3663752,fakhri putra,jl kr bontotangnga,0.78,unmatch
b951af0c-2422-46bf-b65d-7bdaa90dd25d,fiit,"Jl. Tidung Mariolo V No.12, Bonto Makkio, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",3898690,farindo inti utama,jl landak baru lr 3,0.77,unmatch
b951af0c-2422-46bf-b65d-7bdaa90dd25d,yappay tamalate,"Jl. Tamalate No.17, Bonto Makkio, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",97491326,yamaha tala motor,jl aroepala hertasning baru,0.79,unmatch
b951af0c-2422-46bf-b65d-7bdaa90dd25d,pabalu,"Jl Bonto dg ngirate 2, Lrg. 1 No.mor 13, Bonto Makkio, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90223",4956550,patimbang <muji>,jl banta bantaeng lr 3 no 2a,0.77,unmatch
b951af0c-2422-46bf-b65d-7bdaa90dd25d,yourway thrift store,"Jl. Tamalate No.3, Bonto Makkio, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",3507084,turi raih saro,jl talasalapang raya,0.68,unmatch
b951af0c-2422-46bf-b65d-7bdaa90dd25d,mixue tamalate,"RCHW+XF9 Mixue Tamalate, Jl. Tamalate, Bonto Makkio, Kec. Makassar, Kota Makassar, Sulawesi Selatan 90222",2505510,mitra utama,jl bontocinde,0.82,unmatch
b951af0c-2422-46bf-b65d-7bdaa90dd25d,gravitasi thrift,"Jl. Bonto Daeng Ngirate No.35C, Bonto Makkio, Kec. Rappocini, Kota Makassar, Sumatera Selatan 90222",97480228,gatras pt,jalan pelita raya no,0.78,unmatch
b951af0c-2422-46bf-b65d-7bdaa90dd25d,toko zhafira,"Jl. Tidung IV Setapak 7 No.43, Bonto Makkio, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",97499230,toko fachri,jl tamalate 4 no 29,0.91,unmatch
b951af0c-2422-46bf-b65d-7bdaa90dd25d,toko jalan kote adiaksa baru,"Jl. Bonto Daeng Ngirate No.33-35, Bonto Makkio, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",97492056,toko makassar jaya baru,jalan rappocini ray a no 187 c,0.87,unmatch
b951af0c-2422-46bf-b65d-7bdaa90dd25d,toko kopi sapa - kedai kopi makassar,"Jl. Tamalate, Bonto Makkio, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",2730535,lsm sekoci indoratu dpc kota makassar,komp minasa upa blok,0.7,unmatch
b951af0c-2422-46bf-b65d-7bdaa90dd25d,loyalty forsure,"Jl. Hertasing Barat I Blk. 23 No.70, RT.001/RW.01, Bonto Makkio, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",3765694,global asera,jl m. emmy saelan komp.p&k,0.69,unmatch
b951af0c-2422-46bf-b65d-7bdaa90dd25d,babyrichrent,"RCMW+V6R Babyrichrent, Jl. Hertasning Barat I, Bonto Makkio, Rappocini, Makassar City, South Sulawesi 90222",3043007,archimart,btn minasa upa,0.74,unmatch
b564e9ee-76bd-4660-b7b0-4601b24fd429,toko surya utama jaya,"Jalan Aroeppala, Jl. Hertasning Baru Jl. Minasa Upa No.16, Gn. Sari, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90233",97494957,toko sarata muhamah,buakna,0.9,unmatch
b564e9ee-76bd-4660-b7b0-4601b24fd429,toko hamka,"Jalan Aroepala Kompleks Minasa Upa Blok A1 No 5 Minasa Upa, Kecamatan Rappocini, Gn. Sari, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90212",97506106,toko rachma,jl tamalate 4 no 11,0.92,unmatch
b564e9ee-76bd-4660-b7b0-4601b24fd429,toko sudu rama,"Toddopuli 6 Jalan Borong Indah Nomor 97, Borong, Manggala, Kassi-Kassi, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90452",97492759,toko utama,buakana,0.91,unmatch
b951af0c-2422-46bf-b65d-7bdaa90dd25d,toko bintang tamara,"Jl. Bonto Daeng Ngirate No.17, Bonto Makkio, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",97481799,toko sinar harapan,rappocini,0.89,unmatch
b951af0c-2422-46bf-b65d-7bdaa90dd25d,toko hafiz cell,"Jl. Bonto Daeng Ngirate Kelurahan No.35 c, Bonto Makkio, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",97499230,toko fachri,jl tamalate 4 no 29,0.88,unmatch
b951af0c-2422-46bf-b65d-7bdaa90dd25d,alam cell,"Jl. Tamalate No.4 blok 15, Bonto Makkio, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",97478694,cakra cell,jl rappocini raya no 89 a,0.83,unmatch
b951af0c-2422-46bf-b65d-7bdaa90dd25d,lis hijab tamalate,"Jl. Tamalate No.4, Bonto Makkio, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",4376174,latifah mulia sejahtera,jl. monumen emmy saelan 3 tamalate,0.74,unmatch
b951af0c-2422-46bf-b65d-7bdaa90dd25d,toko usaha anda,"Jl. Bonto Daeng Ngirate No.17a, Bonto Makkio, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",5407411,toko sahra,jl komp unm,0.9,unmatch
f31cb396-afcd-43f1-873b-dbfba6d17ded,arbyglowofficial,"RCPG+HH9 Arbyglowofficial, Jl. A. Djemma Lrg. VI, Banta-Bantaeng, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",3607496,wahyu global,jl rsi faisal 14,0.73,unmatch
b951af0c-2422-46bf-b65d-7bdaa90dd25d,sinar sidrap,"Jl. Bonto Daeng Ngirate No.35.E, Bonto Makkio, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",3462397,sinar pratiwi,jl talasalapang perumahan graha asri,0.9,unmatch
b951af0c-2422-46bf-b65d-7bdaa90dd25d,toko panakukang indah,"Jl. Tamalate No.7, Bonto Makkio, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",97445742,toko bangunan,komp bph plaza no n15,0.88,unmatch
b564e9ee-76bd-4660-b7b0-4601b24fd429,toko sinar manggala putra,"Jl. Minasa Upa F21 No.8, RW.8, Gn. Sari, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90233",97481799,toko sinar harapan,rappocini,0.9,unmatch
af62cf6f-859a-427f-86f1-7012755947dd,aeroprint,"Jalan Talasalapang Raya Ruko 2 D, Gunung Sari, Rappocini, Gn. Sari, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90221",4448230,aero prima energy,"perumahan taman yasmin blok e1/11 rt.012 rw.007, mappala",0.87,unmatch
261471f0-d814-4da2-ab06-3d211cf9aaf1,bonto makkio,"Rappocini, Makassar City, South Sulawesi",97455883,toko sembako,jl jipang raya,0.74,unmatch
af62cf6f-859a-427f-86f1-7012755947dd,mubarak fotocopy dan print,"Karunrung, Rappocini, Makassar City, South Sulawesi 90221",3952796,mubarak,jl hertasning baru btn minasa upa,0.85,unmatch
b951af0c-2422-46bf-b65d-7bdaa90dd25d,toko nisa,"Jl. Tamalate No.2, Bonto Makkio, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",97461234,toko iksan,jl jipang permak blok dp 9 no 5,0.94,unmatch
b951af0c-2422-46bf-b65d-7bdaa90dd25d,ink.wantex,"RCMW+43F Ink.wantex, Jl. Bonto Daeng Ngirate, Bonto Makkio, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",2947310,kinanti,"komp pu jeneberang jl.sungai jenelata 3, rt. 001 rw 005, karunrung",0.76,unmatch
b951af0c-2422-46bf-b65d-7bdaa90dd25d,butter call soul,"Jl. Tidung V No.112, Bonto Makkio, Rappocini, Makassar City, South Sulawesi 90222",97457652,adlu cell (agus),jl.rappocini raya no.210,0.73,unmatch
b951af0c-2422-46bf-b65d-7bdaa90dd25d,ecatian,"Jl. Tidung Raya No.7, Bonto Makkio, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",97487269,percetakan,buakana,0.76,unmatch
b951af0c-2422-46bf-b65d-7bdaa90dd25d,toko marwah,"Jl. Bonto Daeng Ngirate No.1, Bonto Makkio, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",97506106,toko rachma,jl tamalate 4 no 11,0.92,unmatch
b951af0c-2422-46bf-b65d-7bdaa90dd25d,avocados drink,"RCJW+5GR Avocados drink, Jl. Tamalate, Bonto Makkio, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",3230324,avos,jl ap pettarani,0.83,unmatch
b951af0c-2422-46bf-b65d-7bdaa90dd25d,toko hj. marsiah,"RCJV+4R9 Toko Hj. Marsiah, Bonto Makkio, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",5407411,toko sahra,jl komp unm,0.91,unmatch
b951af0c-2422-46bf-b65d-7bdaa90dd25d,pegadaian upc tamalate,"Jl. Bonto Daeng Ngirate No.20, Bonto Makkio, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90156",97472821,pegadaian upc tamalate,jl b dg ngirate blk 20 no 10,1.0,match
b951af0c-2422-46bf-b65d-7bdaa90dd25d,kiospon herman h,"Jl. Bonto Daeng Ngirate No.7, Bonto Makkio, Rappocini, Makassar City, South Sulawesi 90222",97466729,kumon hertasning baru,hertasning aroepala,0.75,unmatch
e27dbf13-b2d4-4cbe-8174-ce2c12c4255d,kumbang forest store,"RCPF+J9C Kumbang forest store, Jl. Andi Djemma, Banta-Bantaeng, Kec. Rappocini, Kota Makassar, Sulawesi Selatan",4570942,kumba massenge utama,jl. borong indah nomor 15 toddopuli 6,0.82,unmatch
28c5ab26-4e69-426b-8a1a-f2a9156be5f3,distributor smart hafiz v6 makassar,"Jl. RS Islam Faisal XI No.43, Banta-Bantaeng, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",4123691,distributor pasangkayu,komp griya fajar mas regency,0.83,unmatch
dc20221d-4347-4bdb-a302-a3eddc96e1b4,suci catering,"Jl. Karunrung Raya I No.5A, Karunrung, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",3923378,salsabila catering,jl beringin raya,0.81,unmatch
