IDSBR,Nama Usaha,Alamat,Kode Wilayah,kode_kecamatan,alamat
4015917,mediatama siberindo komunika,jl. landak baru vii no.12,7371031007,7371031,jl. landak baru vii no.12
4017073,ratu berlian,komp perum anging mamiri,7371031002,7371031,komp perum anging mamiri
4017525,usaha mandiri sukses,jl sultan alauddin ruko alauddin plaza off,7371031001,7371031,jl sultan alauddin ruko alauddin plaza off
4018926,pt.tiga bintang griyasarana - pt.te'ne jaya,jl pelita raya 8,7371031008,7371031,jl pelita raya 8
4021766,darmawan sejahtera prima,komplek ikip,7371031006,7371031,komplek ikip
4022260,mitra adykarya,"jl.jipang raya komp palem r.1, gunung sari",7371031001,7371031,"jl.jipang raya komp palem r.1, gunung sari"
4023218,armila bakti kencana,"jl landak baru lr 5c no 94s, banta-bantaeng",7371031007,7371031,"jl landak baru lr 5c no 94s, banta-bantaeng"
4023322,pulau rempah,jl sungai saddang baru,7371031010,7371031,jl sungai saddang baru
4023367,sumber rejeki,"jl.aeropala permata hijau komp.tegal, kassi-kassi",7371031004,7371031,"jl.aeropala permata hijau komp.tegal, kassi-kassi"
4023394,satu tiga empat lima,a. p. pettarani ruko zambrud,7371031009,7371031,a. p. pettarani ruko zambrud
4024850,gasindo teknik utama,jl timah v,7371031010,7371031,jl timah v
4026110,herman service,jl komplek idi,7371031004,7371031,jl komplek idi
4026968,imperium,jl skarda n mangasa permai,7371031001,7371031,jl skarda n mangasa permai
4029106,persada timur gemilang,jl monumen emmy saelan iii graha hasirah permai,7371031001,7371031,jl monumen emmy saelan iii graha hasirah permai
4030165,aio muda berkarya,btn minasa upa blok ab 13 no.21,7371031001,7371031,btn minasa upa blok ab 13 no.21
4031030,tiga takma global,"jl rappocini raya no 191a rt.001 rw.004, buakana",7371031008,7371031,"jl rappocini raya no 191a rt.001 rw.004, buakana"
4031343,yachiyo engineering co ltd,jl.sekolah guru perawat,7371031008,7371031,jl.sekolah guru perawat
4032215,sinar berkah,jl bontomene,7371031007,7371031,jl bontomene
4032346,hadi saputra jaya,jl ap pettarani,7371031008,7371031,jl ap pettarani
4032423,aber ertiga karya,jl hertasning,7371031006,7371031,jl hertasning
4032753,karya pancang jaya,jl letjen hertasning palm mas,7371031008,7371031,jl letjen hertasning palm mas
4033200,muradha pratama,"komp permata hijau permai blok.p6 no.3, kassi-kassi",7371031004,7371031,"komp permata hijau permai blok.p6 no.3, kassi-kassi"
4034107,danadipa agra balawan,jl wolter monginsidi baru perum bumi tirta nusantara,7371031009,7371031,jl wolter monginsidi baru perum bumi tirta nusantara
4034996,livia,jl pelita iv,7371031010,7371031,jl pelita iv
4036226,kurnia abadi,jl rappocini raya,7371031008,7371031,jl rappocini raya
4039299,adzan fajar mandiri,"jl.beringin v no.7 rt.004 rw.010, kassi-kassi",7371031004,7371031,"jl.beringin v no.7 rt.004 rw.010, kassi-kassi"
4039901,lancar jaya,jl rsi faisal ix,7371031007,7371031,jl rsi faisal ix
4040393,fikri,jl btn minasa upa,7371031,7371031,jl btn minasa upa
4040410,rahayu,"jl.tidung ix stp.5 no.144, mappala",7371031003,7371031,"jl.tidung ix stp.5 no.144, mappala"
4043542,cahaya tenggara sejahtera,jalan hertasning i,7371031006,7371031,jalan hertasning i
4043590,nur khairunisa,jl komp mangasa permai,7371031001,7371031,jl komp mangasa permai
4043820,karyawan pt.waskita karyakowaska,jl ap pettarani,7371031008,7371031,jl ap pettarani
4043825,graha andira,"btn minasa upa blok f3/2 rt 002 rw 011, gunung sari",7371031001,7371031,"btn minasa upa blok f3/2 rt 002 rw 011, gunung sari"
4044581,rizky hidayah,jl toddopuli vi komplek puri taman sari,7371031004,7371031,jl toddopuli vi komplek puri taman sari
4044858,ambassador,jl minasa upa komp. anggrek,7371031,7371031,jl minasa upa komp. anggrek
4045580,shihhatul iman,"jl.wijaya kusuma ii no.5 rt.000 rw.000, banta-bantaeng",7371031007,7371031,"jl.wijaya kusuma ii no.5 rt.000 rw.000, banta-bantaeng"
4045920,pandu karya mandiri,jl ap pettarani komp unm,7371031006,7371031,jl ap pettarani komp unm
4046897,surya mega perdana,jl gosyen raya,7371031,7371031,jl gosyen raya
4047060,busid utama,"jl.bumi bosowa permai b3 no.24, gunung sari",7371031001,7371031,"jl.bumi bosowa permai b3 no.24, gunung sari"
4047439,citi tani indonesia,jl raya pendidikan,7371031006,7371031,jl raya pendidikan
4047444,asera jaya group,jalan monument emmy saelan 3 nomor 70,7371031002,7371031,jalan monument emmy saelan 3 nomor 70
4050546,mandiri jaya utama,btn minasa upa blok,7371031001,7371031,btn minasa upa blok
4051495,wahana abadi pratama,"jl skarda n komplek mangasa no 4 rt 000 rw 000, gunung sari",7371031001,7371031,"jl skarda n komplek mangasa no 4 rt 000 rw 000, gunung sari"
4051621,hanum bangun nusantara,jl karaeng bonto tangnga v,7371031002,7371031,jl karaeng bonto tangnga v
4051678,nita buana utama,jl aroepala komp permata hijau permai blok,7371031004,7371031,jl aroepala komp permata hijau permai blok
4051737,kamil logistik express sulawesi,jl puri taman sari,7371031004,7371031,jl puri taman sari
4051987,cetara indah persada,jl a.p. pettarani ruko pettarani centre,7371031010,7371031,jl a.p. pettarani ruko pettarani centre
4052062,next,"perumahan bosowa permai blok b2/20 rt.003 rw.026, gunung sari",7371031001,7371031,"perumahan bosowa permai blok b2/20 rt.003 rw.026, gunung sari"
4052213,phinisi tujuh utama,perumahan nusa landak mas blok e/6,7371031007,7371031,perumahan nusa landak mas blok e/6
4052321,dua jaya mandiri,"jl. emmy saelan no. 14 b, gunung sari",7371031001,7371031,"jl. emmy saelan no. 14 b, gunung sari"
4054334,bucar megatama kosmetika,jalan munumen emmy saelan 3a graha gunung sari indah kav. n,7371031006,7371031,jalan munumen emmy saelan 3a graha gunung sari indah kav. n
4057317,indo asiana lestari,jl ap pettaraniruko new zamrud,7371031008,7371031,jl ap pettaraniruko new zamrud
4057621,delegasi inspirasi gerak pendidikan dan budaya (digdaya),jl bonto langkasa no 2b rt. 003 rw. 007,7371031007,7371031,jl bonto langkasa no 2b rt. 003 rw. 007
4057622,rizky abadi persada,jl landak baru no 41 rt. 000 rw. 000,7371031007,7371031,jl landak baru no 41 rt. 000 rw. 000
4058860,alkhay jaya,jl pelita raya v-a,7371031008,7371031,jl pelita raya v-a
4059978,bratasena tidar perkasa,jl toddopuli vi puri taman sari,7371031004,7371031,jl toddopuli vi puri taman sari
4060250,yayasan pergerakan difabel indonesia untuk kesetaraan (perdik),jl pendidikan 1,7371031006,7371031,jl pendidikan 1
4060659,dhifa wisata utama,jl aroepala anging mammiri residence,7371031002,7371031,jl aroepala anging mammiri residence
4062096,tri putra mining,jl cilallang jaya,7371031008,7371031,jl cilallang jaya
4063939,umega cool,btn minasa upa blok g19/12 rt 000 rw 000 gunung sari,7371031001,7371031,btn minasa upa blok g19/12 rt 000 rw 000 gunung sari
4064528,evil,"jl toddoppuli i stp 6 blok 24 no 61 rt 004 rw 006, kassi-kassi",7371031004,7371031,"jl toddoppuli i stp 6 blok 24 no 61 rt 004 rw 006, kassi-kassi"
4064746,nirvana almadani,jl sultan alauddin,7371031001,7371031,jl sultan alauddin
4065694,prima jaya,"jl.sungai saddang baru no.85, balla parang",7371031010,7371031,"jl.sungai saddang baru no.85, balla parang"
4068462,adham anugrah perkasa,metropolitan residence,7371031007,7371031,metropolitan residence
4068727,aulian berkah,jl tidung 9 perumahan citra tidung regenci,7371031003,7371031,jl tidung 9 perumahan citra tidung regenci
4068889,putri fadillah,jl talasalapang,7371031001,7371031,jl talasalapang
4072234,newland cipta mandiri,"jl landak baru no 116, banta-bantaeng",7371031007,7371031,"jl landak baru no 116, banta-bantaeng"
4073439,balemping lintas abadi,"jl skarda n ii no 8 rt.006 rw.016, gunung sari",7371031001,7371031,"jl skarda n ii no 8 rt.006 rw.016, gunung sari"
4073721,astakona sejahtera,"jl.landak baru no.106, banta-bantaeng",7371031007,7371031,"jl.landak baru no.106, banta-bantaeng"
4074481,wicaksana konstruksi,jl s alauddin komp griya fajar mas,7371031008,7371031,jl s alauddin komp griya fajar mas
4074597,sentra agro lestari,"komp.bumi bosowa permai b.3/24 rt.003 rw.026, gunung sari",7371031001,7371031,"komp.bumi bosowa permai b.3/24 rt.003 rw.026, gunung sari"
4075020,bakti ryunin suksesindo,jl landak baru lr 8,7371031007,7371031,jl landak baru lr 8
4077174,senyawa digital indonesia,jalan timah i,7371031010,7371031,jalan timah i
4078659,handarusa tirta sarana,"jl hertasning baru komplek permata hijau lestari blok p17/15 rt 008 rw 014, kassi-kassi",7371031004,7371031,"jl hertasning baru komplek permata hijau lestari blok p17/15 rt 008 rw 014, kassi-kassi"
4079194,thingkoko makassar internasional,jl. aroepala perum php blok f / 14,7371031004,7371031,jl. aroepala perum php blok f / 14
4080643,era jaya mandiri,jl hertasning baru perum anging mammiri residence,7371031002,7371031,jl hertasning baru perum anging mammiri residence
4081131,arjuna satria arcadia,jl pelita raya,7371031008,7371031,jl pelita raya
4081175,amriz alif,"jl.monumen emmy saelan no.58 rt. 04 rw. 02, karunrung",7371031002,7371031,"jl.monumen emmy saelan no.58 rt. 04 rw. 02, karunrung"
4081194,anugerah komunikatama,"jl.skarda n raya no.35, gunung sari",7371031001,7371031,"jl.skarda n raya no.35, gunung sari"
4082724,abhinaya bhuavana,jl permata hijau permai,7371031004,7371031,jl permata hijau permai
4083030,bintang tenggara makmur,jalan hertasning i,7371031006,7371031,jalan hertasning i
4083138,compresindo utama mandiri,komplek permata hijau lestari blok p19/8 aroepala rt 006 rw 014 kassi-kassi,7371031004,7371031,komplek permata hijau lestari blok p19/8 aroepala rt 006 rw 014 kassi-kassi
4084333,organisasi oi,jl tidung 3 blok 18 no 69 perumnas makassar,7371031005,7371031,jl tidung 3 blok 18 no 69 perumnas makassar
4084697,vita health pratama,jl toddopuli raya,7371031004,7371031,jl toddopuli raya
4084831,yayasan sonda siama,"jl tamalate vi blok 3/216 rt.001 rw.003, kassi-kassi",7371031004,7371031,"jl tamalate vi blok 3/216 rt.001 rw.003, kassi-kassi"
4086052,hore kreasi digital,jalan tamalate nomor 1 kavling 8,7371031003,7371031,jalan tamalate nomor 1 kavling 8
4086762,maksimal karya nusantara (makz design),jalan andi jemma,7371031007,7371031,jalan andi jemma
4088107,karya hafidz pratama,landak baru lr. 1,7371031007,7371031,landak baru lr. 1
4088723,mitra dunia pangan,jalan rappocini raya samping lorong 9,7371031008,7371031,jalan rappocini raya samping lorong 9
4088771,lembaga pemuda makassar indonesia,"btn minasa upa blok ab13/20 rt 004 rw 021, gunung sari",7371031001,7371031,"btn minasa upa blok ab13/20 rt 004 rw 021, gunung sari"
4089123,isma jaya,"komp btn minasa upa blok j no 8 rt.004 rw.012, gunung sari",7371031001,7371031,"komp btn minasa upa blok j no 8 rt.004 rw.012, gunung sari"
4089157,limetik wk,"jl banta-bantaeng lr iii gang buntu no 10 rt 005 rw 007, banta-bantaeng",7371031007,7371031,"jl banta-bantaeng lr iii gang buntu no 10 rt 005 rw 007, banta-bantaeng"
4089175,kurir makassar,"jl.tidung i stp i no.6, bonto makkio",7371031005,7371031,"jl.tidung i stp i no.6, bonto makkio"
4089559,buana mandiri,"jl rsi faisal raya no 10, banta-bantaeng",7371031007,7371031,"jl rsi faisal raya no 10, banta-bantaeng"
4090581,surya raoda,"jl.rappocini raya no.103 rt.001 rw.004, rappocini",7371031009,7371031,"jl.rappocini raya no.103 rt.001 rw.004, rappocini"
4090851,studio sembilan sembilan desain,jl kompleks mangasa permai,7371031001,7371031,jl kompleks mangasa permai
4090953,jilc minasa upa,btn minasa upa blok,7371031001,7371031,btn minasa upa blok
4091032,rika rayhan mandiri,jl sultan alauddin komp bph bumi raya,7371031001,7371031,jl sultan alauddin komp bph bumi raya
4091312,waragonda butuni terra marine,jl nikel 2,7371031010,7371031,jl nikel 2
4091385,sumber abadi jaya,jl skarda n,7371031001,7371031,jl skarda n
4091753,jesha pratama,jl wijaya kusuma i no 38 rt 003 rw 001 banta-bantaeng,7371031007,7371031,jl wijaya kusuma i no 38 rt 003 rw 001 banta-bantaeng
4092216,ritelindo omega makmur,jl tamalate ii,7371031004,7371031,jl tamalate ii
4092577,hapins indonesia,jl letjen hertasning,7371031006,7371031,jl letjen hertasning
4092767,quad lintas nusa,jl borong indah,7371031004,7371031,jl borong indah
4092996,trio sakti utama,"btn minasa upa blok c.1 no.7, karunrung",7371031002,7371031,"btn minasa upa blok c.1 no.7, karunrung"
4093501,bubut konstruksi,jl villa megasari,7371031001,7371031,jl villa megasari
4096529,nusantara media informatika,talasalapang,7371031002,7371031,talasalapang
4096657,sinar surya persada cemerlang,komplek hertasning regency,7371031004,7371031,komplek hertasning regency
4097274,fertilizer jaya celebes,jalan hertasning i blok e 11 nomor 17,7371031006,7371031,jalan hertasning i blok e 11 nomor 17
4100998,hadi utama karya,jl btn agraria,7371031002,7371031,jl btn agraria
4101098,manunggal halim jaya,jl tidung iv,7371031005,7371031,jl tidung iv
4101822,para warna,jl skarda n komp griya tamalate asri blok,7371031002,7371031,jl skarda n komp griya tamalate asri blok
4102183,makassar mart,jl rutan,7371031001,7371031,jl rutan
4102592,tryputra morinda indonesia,"jl karaeng bonto tangnga 2 no 4f rt 005 rw 007, karunrung blok f no 4 rt 005 rw 007",7371031002,7371031,"jl karaeng bonto tangnga 2 no 4f rt 005 rw 007, karunrung blok f no 4 rt 005 rw 007"
4104600,intan karya pradana,"jl andi pangeran pettarani, ruko pettarani centre",7371031008,7371031,"jl andi pangeran pettarani, ruko pettarani centre"
4104801,nusatrindo persada,"jl.rsi faisal x no.3, banta-bantaeng",7371031007,7371031,"jl.rsi faisal x no.3, banta-bantaeng"
4104806,andewa perkasa jaya,"jalan andi pangerang pettarani kompleks pemda blok e27 nomor 20,",7371031006,7371031,"jalan andi pangerang pettarani kompleks pemda blok e27 nomor 20,"
4105323,maulana engineering,btn agraria,7371031002,7371031,btn agraria
4105351,asri wisata indonesia,jl ap pettarani ruko new zamrud,7371031008,7371031,jl ap pettarani ruko new zamrud
4105757,lembaga pendidikan home schooling smart,"jl monumen emmi saelan lr 5 no 16 rt 002 rw 002, tidung",7371031006,7371031,"jl monumen emmi saelan lr 5 no 16 rt 002 rw 002, tidung"
4107145,waliseri citra tama,"jl aroepala btn minasa upa blok k.17 no.24 rt.005 rw.010, gunung sari",7371031001,7371031,"jl aroepala btn minasa upa blok k.17 no.24 rt.005 rw.010, gunung sari"
4107610,annisa pratiwi,jl mappala,7371031006,7371031,jl mappala
4108409,ridho jaya abadi,"jl monginsidi baru ab7 no 11b rt 006 rw 005, balla parang",7371031010,7371031,"jl monginsidi baru ab7 no 11b rt 006 rw 005, balla parang"
4108503,pt tania mirella sejahtera,jl rappocini raya,7371031008,7371031,jl rappocini raya
4109130,insan esa manunggal sejati,komplek permata hijau lestari,7371031004,7371031,komplek permata hijau lestari
4109388,mitra inovasi cemerlang,jl. pelita raya,7371031010,7371031,jl. pelita raya
4110412,mamduh wisata ilahi,jl tidung mariolo,7371031006,7371031,jl tidung mariolo
4111283,maestro berjaya makassar,jl emmy saelan iii,7371031009,7371031,jl emmy saelan iii
4111472,pangan mandiri,"jl salemba no 75a rt.017 rw.006, gunung sari",7371031001,7371031,"jl salemba no 75a rt.017 rw.006, gunung sari"
4112550,tiani indah,jl hertasning raya,7371031006,7371031,jl hertasning raya
4112559,cahaya mappatuju,rappocini,7371031008,7371031,rappocini
4113006,anugrah utama,"jl.bumi 3 blok.a2 no.1, gunung sari",7371031001,7371031,"jl.bumi 3 blok.a2 no.1, gunung sari"
4114057,putri kumala sejati,jalan tamalate i skarda n,7371031006,7371031,jalan tamalate i skarda n
4114316,arinda bahana perkasa,jl minasa upa btn minasa upa,7371031001,7371031,jl minasa upa btn minasa upa
4114543,perkumpulan koalisi perempuan indonesia,"komplek palm mas jl hertasning no 2, buakana",7371031008,7371031,"komplek palm mas jl hertasning no 2, buakana"
4116503,eigerindo multiproduk industri,jl. rappocini raya,7371031008,7371031,jl. rappocini raya
4117369,masagenae megah motor,"jl.pelita raya vi no.14, buakana",7371031008,7371031,"jl.pelita raya vi no.14, buakana"
4117721,anugerah sejahtera,jl hertasning (pln),7371031009,7371031,jl hertasning (pln)
4119437,alvaro indo nusantara,jl karunrung raya lr 3,7371031009,7371031,jl karunrung raya lr 3
4122327,wijaya glass art,jl ballaparang 2,7371031010,7371031,jl ballaparang 2
4123373,sungkar berkah abadi,perumahan bosowa indah blok q nomor 3,7371031001,7371031,perumahan bosowa indah blok q nomor 3
4123691,distributor pasangkayu,komp griya fajar mas regency,7371031001,7371031,komp griya fajar mas regency
4124549,magnacita bumi nusantara,"jl hertasning no.38 rt.002/rw.006,tidung",7371031006,7371031,"jl hertasning no.38 rt.002/rw.006,tidung"
4124803,surya jaya mandiri,"btn karunrung asri blok d/12 rt.000 rw.000, karunrung",7371031002,7371031,"btn karunrung asri blok d/12 rt.000 rw.000, karunrung"
4125442,mitra bunda edukasi,perumahan pondok asri,7371031004,7371031,perumahan pondok asri
4125686,lompo ulu,jl minasa sari,7371031001,7371031,jl minasa sari
4125982,pilar perkasa,jl tidung x,7371031003,7371031,jl tidung x
4126382,bintang utama,"jl.tallasalapang komp.p&k e/4 rt.003 rw.004, gunung sari",7371031001,7371031,"jl.tallasalapang komp.p&k e/4 rt.003 rw.004, gunung sari"
4127610,sumber pangan jaya cemerlang,jl kompleks ruko alauddin plaza,7371031001,7371031,jl kompleks ruko alauddin plaza
4130267,yayasan babul jannah,"jl rappocini raya lr 3 no 3 rt.003 rw.001, rappocini",7371031009,7371031,"jl rappocini raya lr 3 no 3 rt.003 rw.001, rappocini"
4130326,azizah utami,"jl landak baru lr 1 no 8 rt.003 rw.003, banta-bantaeng",7371031007,7371031,"jl landak baru lr 1 no 8 rt.003 rw.003, banta-bantaeng"
4130689,tifia sentral asia,jl. timah 1 a/25,7371031010,7371031,jl. timah 1 a/25
4130784,pt manta (mitra asta nusantara),jl karunrung raya no.1,7371031002,7371031,jl karunrung raya no.1
4131125,adinda pratama,jl cilallang jaya,7371031008,7371031,jl cilallang jaya
4132634,karya remaja,"jl.rappocini raya lr.6 no.11 rt.001 rw.004, rappocini",7371031009,7371031,"jl.rappocini raya lr.6 no.11 rt.001 rw.004, rappocini"
4132703,rejeki utama,"komplek permata sari blok v no 30 rt 002 rw 018, gunung sari",7371031001,7371031,"komplek permata sari blok v no 30 rt 002 rw 018, gunung sari"
4134667,rizki asyura,"komplek pemda blok e21/40 jl mappala rt.003 rw.005, tidung",7371031006,7371031,"komplek pemda blok e21/40 jl mappala rt.003 rw.005, tidung"
4135835,triple a,jl aroepala permata hijau lestari,7371031004,7371031,jl aroepala permata hijau lestari
4137358,cv.creative pratama modern,jl.kelapa tiga,7371031010,7371031,jl.kelapa tiga
4137776,glory,jl rsi.faisal xii,7371031007,7371031,jl rsi.faisal xii
4137967,setia jaya meubel,"jl.balla parang ii no.9 b rt.001 rw.001, balla parang",7371031010,7371031,"jl.balla parang ii no.9 b rt.001 rw.001, balla parang"
4139478,petro karya nusantara,jl. mon emmy saelan iii,7371031002,7371031,jl. mon emmy saelan iii
4141370,yayasan al' alaq,"jl buakana viii no 3 rt.003 rw.004, buakana",7371031008,7371031,"jl buakana viii no 3 rt.003 rw.004, buakana"
4142815,al fathir nur rizky,"perumahan taman yasmin indah blok a1/3 jl tidung rt.004 rw.011, mappala",7371031003,7371031,"perumahan taman yasmin indah blok a1/3 jl tidung rt.004 rw.011, mappala"
4143583,celebes cleaning centre,jl tidung mariolo,7371031006,7371031,jl tidung mariolo
4144004,yifang global operasional,jl. rappocini raya no. 12 f,7371031009,7371031,jl. rappocini raya no. 12 f
4145637,clamir pratama,"jl landak baru no 71 rt 006 rw 007, banta-bantaeng",7371031007,7371031,"jl landak baru no 71 rt 006 rw 007, banta-bantaeng"
4148705,myer'ks,hertasning barat 1,7371031005,7371031,hertasning barat 1
4148714,catur pratama,"jl.jipang raya komp.bumi palem blok p / 18 rt.004 rw.003, gunung sari",7371031001,7371031,"jl.jipang raya komp.bumi palem blok p / 18 rt.004 rw.003, gunung sari"
4148763,tujuh-tujuh (77),"jl.tamalate i no.25, kassi-kassi",7371031001,7371031,"jl.tamalate i no.25, kassi-kassi"
4150081,pt. duta graha-pt. daya mulya- pt. aphasko utama jaya,"jln. pendidikan blok b1 no 2, tidung",7371031006,7371031,"jln. pendidikan blok b1 no 2, tidung"
4150698,timurindo sukses perkasa,komp btn minasa upa blok,7371031001,7371031,komp btn minasa upa blok
4152346,putra haruna mandiri,komp skarda n lr 1,7371031006,7371031,komp skarda n lr 1
4154872,hilalindo utama perkasa,jl. sultan alauddin permata hijau jln bumi ii blok b3 nomor 1 a,7371031001,7371031,jl. sultan alauddin permata hijau jln bumi ii blok b3 nomor 1 a
4155148,karya asyra,"jl.tidung viii stp.5 blok.11/22, mappala",7371031003,7371031,"jl.tidung viii stp.5 blok.11/22, mappala"
4156149,sma gunung sari,jl sultan alauddin,7371031001,7371031,jl sultan alauddin
4156211,perkumpulan keluarga berencanaindonesia (pkbi),"jl.landak baru no.55 telp.(0411) 81051, banta-bantaeng",7371031007,7371031,"jl.landak baru no.55 telp.(0411) 81051, banta-bantaeng"
4157708,maraja konsultan,jl komp. permata hijau lestari,7371031004,7371031,jl komp. permata hijau lestari
4158269,madzcom,jl pettarani ruko new zamrud blok,7371031008,7371031,jl pettarani ruko new zamrud blok
4158325,haikal brother,jl tidung mariolo no 6 rt 001 rw 008 tidung,7371031006,7371031,jl tidung mariolo no 6 rt 001 rw 008 tidung
4158717,karebosi raya indonesia,jl pengayoman komp taman permata sari blok,7371031008,7371031,jl pengayoman komp taman permata sari blok
4158749,ashwaaq corporindo,jl komp btn minasa upa,7371031001,7371031,jl komp btn minasa upa
4160441,bara malappu,jl bumi 11,7371031001,7371031,jl bumi 11
4160501,panglima media,"jl.aroepala samping smp 40 tembusan komp. anggrek minasa upa,rt.004/rw.010,gunung sari",7371031001,7371031,"jl.aroepala samping smp 40 tembusan komp. anggrek minasa upa,rt.004/rw.010,gunung sari"
4161573,alfa home stay,"jl pelita raya no 25, buakana",7371031008,7371031,"jl pelita raya no 25, buakana"
4162040,nur ichsan,jl syech yusuf,7371031001,7371031,jl syech yusuf
4162975,irma,jl perumahan permata hijau permai,7371031004,7371031,jl perumahan permata hijau permai
4163175,qisthi mardhatillah,jl monumen emmy saelan komp kodam gunung sari,7371031001,7371031,jl monumen emmy saelan komp kodam gunung sari
4163287,marsanie law,jl.tamalate 3 stp 38,7371031003,7371031,jl.tamalate 3 stp 38
4164585,lontara,"komplek fajar mas regensi no 17, gunung sari",7371031001,7371031,"komplek fajar mas regensi no 17, gunung sari"
4165360,global mitranda,jl timah 2 blok,7371031010,7371031,jl timah 2 blok
4166235,anugerah diana,"talasalapang graha asri estate blok a no.3 rt.002/rw.004,gunung sari",7371031010,7371031,"talasalapang graha asri estate blok a no.3 rt.002/rw.004,gunung sari"
4168781,enalindo utama,jl bonto langkasa,7371031007,7371031,jl bonto langkasa
4168924,surya eco abadi,jl ap pettarani,7371031006,7371031,jl ap pettarani
4169363,sipatuo,jl nikel ii,7371031010,7371031,jl nikel ii
4170627,avio tech,jl. monginsidi baru,7371031010,7371031,jl. monginsidi baru
4171385,surindo adipratama,jl. kr. bonto tangnga v lantai ii,7371031002,7371031,jl. kr. bonto tangnga v lantai ii
4171571,pendidikan sains indonesia,jl. rappocini,7371031008,7371031,jl. rappocini
4172614,tri karya visitama,"tidung 8 blok 11 no.37 rt.a rw.008, mappala",7371031003,7371031,"tidung 8 blok 11 no.37 rt.a rw.008, mappala"
4173160,literatur institut,jl tidung 9,7371031003,7371031,jl tidung 9
4173715,legal bersama indonesia,jl letjen hertasning arun building lt 3 kav a,7371031004,7371031,jl letjen hertasning arun building lt 3 kav a
4174318,ecofarm indonesia,"komplek kodam katangka blok a/5 rt.004 rw.002, gunung sari",7371031001,7371031,"komplek kodam katangka blok a/5 rt.004 rw.002, gunung sari"
4174397,fuad pratama perkasa,"jl aroepala no 1 rt 001 rw 001, kassi-kassi",7371031004,7371031,"jl aroepala no 1 rt 001 rw 001, kassi-kassi"
4174500,prima supplynindo utama,jl ap pettarani,7371031006,7371031,jl ap pettarani
4175072,cv. adyaraka,komp permata hijau lestari,7371031004,7371031,komp permata hijau lestari
4175087,pt adhi karya tbk-pt istaka karya (kso),jl letjen hertasning,7371031004,7371031,jl letjen hertasning
4175420,cipta karya sukses mandiri,jl rsi faizal xii,7371031007,7371031,jl rsi faizal xii
4177592,indonesia sabar jaya,jl rappocini raya,7371031008,7371031,jl rappocini raya
4177918,suara indonesia sulsel,jalan raya pendidikan komplek balla panakkukang,7371031006,7371031,jalan raya pendidikan komplek balla panakkukang
4178207,tiga putra jaya,jl ap pettarani ruko new zamrud,7371031008,7371031,jl ap pettarani ruko new zamrud
4178649,fiat print,monumen emmy saelan,7371031006,7371031,monumen emmy saelan
4178904,agung jaya abadi,jl mon emmy saelan 3,7371031002,7371031,jl mon emmy saelan 3
4178932,gurella,"jl.karunrung raya v no.70 rt.005 rw.007, karunrung",7371031002,7371031,"jl.karunrung raya v no.70 rt.005 rw.007, karunrung"
4179669,jaya berkarya,jl kr bonto tangnga,7371031002,7371031,jl kr bonto tangnga
4181628,andya artha tama,jl landak baru,7371031007,7371031,jl landak baru
4182296,lingga jaya advertising,komp. anging mamiri residence,7371031002,7371031,komp. anging mamiri residence
4182443,idesain kreasindo,tidung 7 stp 4,7371031003,7371031,tidung 7 stp 4
4183635,tritunggal berkat sejahtera,jl. rappocini raya,7371031008,7371031,jl. rappocini raya
4183907,rahmat rodel,"jl ap pettarani komplek pemda blok e28/9 rt 004 rw 005, tidung",7371031006,7371031,"jl ap pettarani komplek pemda blok e28/9 rt 004 rw 005, tidung"
4184166,cahaya abadi pratama,jl sultan alauddin,7371031001,7371031,jl sultan alauddin
4184426,doss,"jl pelita raya no 20, balla parang",7371031010,7371031,"jl pelita raya no 20, balla parang"
4185385,makassar australia study,btn minasa upa,7371031001,7371031,btn minasa upa
4185463,tata laksana konstruksi,"btn minasa upa blok b 9 no.5, gunung sari",7371031001,7371031,"btn minasa upa blok b 9 no.5, gunung sari"
4185523,bintang rezeki pratama,jl bontomene 1,7371031007,7371031,jl bontomene 1
4185954,karya adhi jaya,"jl tidung mariolo lr 2 no 35 rt 004 rw 001, tidung",7371031006,7371031,"jl tidung mariolo lr 2 no 35 rt 004 rw 001, tidung"
4186875,amanah cantik indonesia,jl tamalate i,7371031004,7371031,jl tamalate i
4187748,ramadhan,"jl.minasa upa blok m-1 no.6, gunung sari",7371031001,7371031,"jl.minasa upa blok m-1 no.6, gunung sari"
4187840,tri wahana karsa,jl karunrung asri,7371031002,7371031,jl karunrung asri
4189042,lpk nia,jl tamalate iii stp 41,7371031003,7371031,jl tamalate iii stp 41
4191080,els metaraga,"jl.tidung ix blk 9/6 rt.001 rw.005, kassi-kassi",7371031004,7371031,"jl.tidung ix blk 9/6 rt.001 rw.005, kassi-kassi"
4192420,trifhi al - adl (neshia medika),jl landak baru,7371031007,7371031,jl landak baru
4192426,hinda medika farma,jl mon emmy saelan 3,7371031002,7371031,jl mon emmy saelan 3
4192916,wira nanda,"jl.rsi faisal vii no.8, banta-bantaeng",7371031007,7371031,"jl.rsi faisal vii no.8, banta-bantaeng"
4193207,mario ininnawa,komp permata hijau permai,7371031004,7371031,komp permata hijau permai
4193366,satu tiga perkasa,jl jipang permai dp 2,7371031002,7371031,jl jipang permai dp 2
4193527,nur amalia sesha,jl banta-bantaeng lr 3,7371031007,7371031,jl banta-bantaeng lr 3
