IDSBR,Nama Usaha,Alamat,Kode Wilayah,kode_kecamatan,alamat
97503671,tong tjie,makassar,7371031001,7371031,makassar
97503673,rusunnawa b unismuh makassar,jl sultan alauddin no 259,7371031001,7371031,jl sultan alauddin no 259
97503684,ssa bimbel,btn minasa upa ruko e no 9,7371031001,7371031,btn minasa upa ruko e no 9
97503674,mini market,jl sultan alauddin no 259,7371031001,7371031,jl sultan alauddin no 259
97503683,kembar cv <syamsu rijal>,btn minasa upa blok e7 no 3,7371031001,7371031,btn minasa upa blok e7 no 3
97500398,smp raiders,jalan bakti 4 no.21,7371031010,7371031,jalan bakti 4 no.21
97500416,penjual ikan bakar,jalan wijaya kusuma raya,7371031007,7371031,jalan wijaya kusuma raya
97500442,salon kecantikan (ety),jalan wijaya kusuma raya no 6,7371031007,7371031,jalan wijaya kusuma raya no 6
97500448,optik husada (muh tang),btn minasaupa blok c3 no 10,7371031001,7371031,btn minasaupa blok c3 no 10
97500461,pegadaian,jl landak baru,7371031007,7371031,jl landak baru
97500429,usaha center cell,jl sultan alauddin,7371031001,7371031,jl sultan alauddin
97481678,koperasi mitra sulawesi mandiri,jl faisal 12 no 3,7371031007,7371031,jl faisal 12 no 3
97501851,agen travel arminareka,btn minasa upa blok ab 5 no 7,7371031001,7371031,btn minasa upa blok ab 5 no 7
97496617,"murni kontruksi indonesia, pt",komp permata hijau permal 1/17,7371031004,7371031,komp permata hijau permal 1/17
97501962,jual beli barang bekas (pasolo),b t n minasa upa blok e 5 no 15,7371031001,7371031,b t n minasa upa blok e 5 no 15
97501993,anugrah jasa teknik .cv,jl.beringin 4 no 7,7371031004,7371031,jl.beringin 4 no 7
97501992,toko baju (yunarti),jalan wijaya kusuma raya no 1 a,7371031007,7371031,jalan wijaya kusuma raya no 1 a
97502473,alfa midi minasa upa,btn minasa upa ruko e no 5-6,7371031001,7371031,btn minasa upa ruko e no 5-6
97502488,kps makmur mandiri,perumahan bumi bosowa permai blok b2 no 18,7371031001,7371031,perumahan bumi bosowa permai blok b2 no 18
97502506,depot air minum isi ulang (arta),jalan sungai saddang baru lorong mumin 2 no 4 b,7371031010,7371031,jalan sungai saddang baru lorong mumin 2 no 4 b
97502017,omega motor <showroom>,hertasning raya no 52 b,7371031006,7371031,hertasning raya no 52 b
97502500,bank tabungan negara,jl hertasning no 2,7371031004,7371031,jl hertasning no 2
97502492,kontraktor (triutama cv) (erick lisal),jalan banta bantaeng b2 no 8,7371031007,7371031,jalan banta bantaeng b2 no 8
97502039,sarana sukses sejati (alex),jalan rappocini raya no 181 e,7371031008,7371031,jalan rappocini raya no 181 e
97502019,zatria jaya perkasa.cv,makassar satelit biok b no 6,7371031001,7371031,makassar satelit biok b no 6
97502517,toko rustam,btn minasa upa blok n3 no 22,7371031001,7371031,btn minasa upa blok n3 no 22
97502045,praktek dokter gigi (drg nuraeny),toddopuli 6 jalan borong indah 8/1,7371031004,7371031,toddopuli 6 jalan borong indah 8/1
97502518,tailor tati,btn minasa upa blok n2 no 10,7371031001,7371031,btn minasa upa blok n2 no 10
97502077,sumber karya klin pt,jl jipang raya no 35,7371031001,7371031,jl jipang raya no 35
97502526,visione cv,jl aroepala komp ruko grand royal no 6 rt 5 rw 10 90221,7371031001,7371031,jl aroepala komp ruko grand royal no 6 rt 5 rw 10 90221
97496675,pt zarindah perdana (irma),jalan pelita raya no 42,7371031010,7371031,jalan pelita raya no 42
97496697,(hadrianti)alfa hotel,jl pelita raya no 28,7371031010,7371031,jl pelita raya no 28
97496714,indo maret,jl rappocini raya no 173,7371031008,7371031,jl rappocini raya no 173
97496703,catering glory,"jl rsi faisal xii no 8, kel banta-bantaeng kec rappocini",7371031007,7371031,"jl rsi faisal xii no 8, kel banta-bantaeng kec rappocini"
97496742,tk rahmah,kompleks pemda blok e 28,7371031006,7371031,kompleks pemda blok e 28
97496955,jual balok (nurna nensi),jl bonto dg ngirate no 18 rt 03 rw 8 90222,7371031006,7371031,jl bonto dg ngirate no 18 rt 03 rw 8 90222
97497000,praktek dokter gigi <drg h abd jalil usman>,jalan rappocini raya no 124,7371031008,7371031,jalan rappocini raya no 124
97501274,nasi kuning mas anto,perum mutiara timur 2 berlian 14,7371031001,7371031,perum mutiara timur 2 berlian 14
97501280,yayasan azzahrah,jl wijaya kusuma v no 13,7371031007,7371031,jl wijaya kusuma v no 13
97501271,cv hidayah ahmadiah <ahmad ali rizal>,puri taman sari blok b2,7371031004,7371031,puri taman sari blok b2
97501312,loudry rask (titi),btn minasa upa n1 no 17,7371031001,7371031,btn minasa upa n1 no 17
97501311,les private (sahari),btn minasa upa blok n2 no 3,7371031001,7371031,btn minasa upa blok n2 no 3
97501315,rental mobil (ridwan),jalan wijaya kusuma raya no 17,7371031007,7371031,jalan wijaya kusuma raya no 17
97501316,kost kostan (musdalifa),jalan wijaya kusuma 1 blok k 1 no 1,7371031007,7371031,jalan wijaya kusuma 1 blok k 1 no 1
97501326,syifa zidan ud,jalan karunrung raya,7371031002,7371031,jalan karunrung raya
97501414,hotel safari,jl landak baru,7371031007,7371031,jl landak baru
97501430,warung bakos solo (mas thio),btn minasa upa blok j2 no 12,7371031001,7371031,btn minasa upa blok j2 no 12
97501458,tk naurah,jl toddopuli setapak 13,7371031004,7371031,jl toddopuli setapak 13
97502903,mugni sanur utama cv,jalan bumi 18 blok a16 no 3,7371031001,7371031,jalan bumi 18 blok a16 no 3
97502933,"maupa masagenaa, cv",btn minasa upa blok ab 16 no 1a rt 5 rw 21 90221,7371031001,7371031,btn minasa upa blok ab 16 no 1a rt 5 rw 21 90221
97503016,tk mitra bunda (sri),jalan borong indah kompleks pondok asri blok a/1a,7371031004,7371031,jalan borong indah kompleks pondok asri blok a/1a
97502979,warnet (hasbi),jalan wijaya kusuma raya no 7,7371031007,7371031,jalan wijaya kusuma raya no 7
97503094,koperasi,btn minasa upa blok d9 no 11,7371031001,7371031,btn minasa upa blok d9 no 11
97499191,koperasi stialan,ap pettarani,7371031008,7371031,ap pettarani
97499260,multy florist,jalan karunrung raya 1 no 27,7371031002,7371031,jalan karunrung raya 1 no 27
97491713,rezky tri tunggal. cv,perumahan puri taman sari blok b 3,7371031004,7371031,perumahan puri taman sari blok b 3
97491771,catering sekar (dewi),btn minasa upa blok n 17 no 3,7371031001,7371031,btn minasa upa blok n 17 no 3
97491718,toko energy <yono>,landak baru no 33a,7371031007,7371031,landak baru no 33a
97500707,smk pelayaran katangka,jl syech yusuf,7371031001,7371031,jl syech yusuf
97503963,d`maleo hotel,pelita raya viii no.1,7371031008,7371031,pelita raya viii no.1
97504026,indomart rifmatama pt,landak baru,7371031007,7371031,landak baru
97504019,alkes gigi (iwan),landak baru lr 2,7371031007,7371031,landak baru lr 2
97504024,mediasi multi jasa cv,jl tamalate 4 stp 4 no 153 rt 1 rw 2 90222,7371031004,7371031,jl tamalate 4 stp 4 no 153 rt 1 rw 2 90222
97504044,nurmi jaya cv,jalan manggarupi,7371031001,7371031,jalan manggarupi
97504062,cv sungai saddang,jl. sungai saddang baru,7371031010,7371031,jl. sungai saddang baru
97504064,jimmy,jl. sungai saddang baru,7371031010,7371031,jl. sungai saddang baru
97505440,koperasi pengayoman,jln rutan no 8,7371031001,7371031,jln rutan no 8
97504096,percetakan (herawati hj),sungai saddang baru raya no 14 rt 5 rw 1 90222,7371031010,7371031,sungai saddang baru raya no 14 rt 5 rw 1 90222
97499148,car kencana auto raya cv,jl ap pettarani ruko businis center no 19,7371031006,7371031,jl ap pettarani ruko businis center no 19
97504135,salon rani (endang),landak baru,7371031007,7371031,landak baru
170714,"indra cipta dimensi, pt",jl letjen hertasning ruko blok c no 1,7371031008,7371031,jl letjen hertasning ruko blok c no 1
97505482,kencana meubel,jl rappocini raya no 82 b,7371031009,7371031,jl rappocini raya no 82 b
97505474,"bumi indo graha, pt",jl rappocini raya no 108,7371031009,7371031,jl rappocini raya no 108
97505478,kontraktor listrik,landak baru,7371031007,7371031,landak baru
97506729,pt panin bank tbk cabang permatasari,kompleks ruko permatasari no. 2 jl. sultan alaudin makassar,7371031001,7371031,kompleks ruko permatasari no. 2 jl. sultan alaudin makassar
97506764,kfc pettarani makassar pt,jl ap pettarani no 88,7371031006,7371031,jl ap pettarani no 88
97505487,alfa mart pt,jalan tamalate 1,7371031005,7371031,jalan tamalate 1
97499565,peristiwa kamar kost,tamalate 3 nomor 98,7371031003,7371031,tamalate 3 nomor 98
97499605,travel (bachnar),j l aroepala,7371031004,7371031,j l aroepala
97499904,hotel celebes,landak raru,7371031007,7371031,landak raru
97499926,suplier alat listrik,perum mutiara timur 2 berlian no 8,7371031001,7371031,perum mutiara timur 2 berlian no 8
97499935,cahaya nusantara cv,btn minasa upa blok b10 no 6,7371031001,7371031,btn minasa upa blok b10 no 6
97493667,auto rent <erni>,jln syekh yusuf,7371031001,7371031,jln syekh yusuf
97493881,martabak dan terang bulan gudang rasa,btn minasa upa blook k17 no 4,7371031001,7371031,btn minasa upa blook k17 no 4
97493974,toko senang,jl rapocini raya no 186,7371031008,7371031,jl rapocini raya no 186
97493897,kost titi,btn minasa upa blok j3 no 12,7371031001,7371031,btn minasa upa blok j3 no 12
97493899,warung bakso solo (surianti),btn minasa upa blok j5 no 10,7371031001,7371031,btn minasa upa blok j5 no 10
97493975,apotik ira farma,jalan rappocini raya,7371031009,7371031,jalan rappocini raya
97494052,depot air isi ulang fm,jl.beringin 3 no.9,7371031004,7371031,jl.beringin 3 no.9
97494072,oto multi artha pt,jalan pelita blok a28,7371031010,7371031,jalan pelita blok a28
97493901,al loondriki,btn minasa upa blok j5 no 5,7371031001,7371031,btn minasa upa blok j5 no 5
97503554,indomart pt,btn minasa upa blok f21,7371031001,7371031,btn minasa upa blok f21
97503570,ultra kreasi nusantara cv (serly),jalan sungai saddang baru no 48 rt 2 rw 5 90222,7371031010,7371031,jalan sungai saddang baru no 48 rt 2 rw 5 90222
97506441,"bhakti sri utama ,pt",jl. hertasning 8 blok e 9 no. 3,7371031006,7371031,jl. hertasning 8 blok e 9 no. 3
97501064,ace hardware (indonesia tbk) pt,jl ap pettarani kav e1 no 3,7371031006,7371031,jl ap pettarani kav e1 no 3
97501066,pt kumala celebes motor (mazda 2),jl ap pettarani,7371031006,7371031,jl ap pettarani
97503598,koperasi anugrah mandiri,perumahan bumi bosowa permai blok b2 no 9,7371031001,7371031,perumahan bumi bosowa permai blok b2 no 9
97501078,tpq annahdliyah,jalan kelapa tiga no 31 a,7371031010,7371031,jalan kelapa tiga no 31 a
97503633,adhisa daya cipta.pt,jalan mahoni.no 156,7371031004,7371031,jalan mahoni.no 156
97503636,gas elpiji (harlina),jl hertasning barat 2 no 12,7371031005,7371031,jl hertasning barat 2 no 12
97506321,apotik nur rahma (rahma),jl yusuf dg ngawing no 4,7371031006,7371031,jl yusuf dg ngawing no 4
97506320,cv mitra jaya (rizky),jl yusuf dg ngawing,7371031006,7371031,jl yusuf dg ngawing
170713,"cikarsa konsulindo, pt",jalan faisal x no 34,7371031008,7371031,jalan faisal x no 34
97506413,cv gurella,j l landak bar u,7371031007,7371031,j l landak bar u
170712,"biosfera widhy engineering, pt",jl. hertasning ruko c/ 1,7371031008,7371031,jl. hertasning ruko c/ 1
97504917,swamitra usp,jl ap pettarani ruko new zamrud blok f/19,7371031008,7371031,jl ap pettarani ruko new zamrud blok f/19
97504909,bank rakyat indonesia pt,jl aroepala,7371031001,7371031,jl aroepala
97506021,kantin unismuh,kampus unismuh jl sultan alauddin no 259,7371031001,7371031,kampus unismuh jl sultan alauddin no 259
97506027,bank sulselbar,talasalapang raya,7371031001,7371031,talasalapang raya
97504905,apotek rsia bahagia,b t n minas a up a blok ht no 9,7371031001,7371031,b t n minas a up a blok ht no 9
97506059,toko bahan bangunan 1,buakana,7371031008,7371031,buakana
97502095,anugrah fitra hidayah pt,jl sultan alauddinno. 258,7371031001,7371031,jl sultan alauddinno. 258
97502112,"pasifik motor, cv",jl hertasning raya ruko graha hertasning no a3-a4,7371031004,7371031,jl hertasning raya ruko graha hertasning no a3-a4
97502120,alfa mart,jalan minasa upa,7371031001,7371031,jalan minasa upa
97502117,alfa mart pinang ray a,j l pinang,7371031004,7371031,j l pinang
97502139,multi sukses international pt (multilevel),komp bumi pesona pelangi blok kuning no 11,7371031001,7371031,komp bumi pesona pelangi blok kuning no 11
97500255,pesantren addaraen smp,jl sultan alauddin no 305 a,7371031001,7371031,jl sultan alauddin no 305 a
97500250,raja grafindo persada pt,bph blok a 14 no 3 rt 4 rw 20 90221,7371031001,7371031,bph blok a 14 no 3 rt 4 rw 20 90221
97500256,alfa mart,jl sultan alauddin,7371031001,7371031,jl sultan alauddin
97502621,living plaza panbakers meliyani wijaya,jl living plaza pettarani,7371031006,7371031,jl living plaza pettarani
97502629,bakso goreng <amina>,jl hertasning raya,7371031006,7371031,jl hertasning raya
97502625,warung bakso solo mas panjul,btn minasa upa blok k16 no 13,7371031001,7371031,btn minasa upa blok k16 no 13
97500269,sinar a tiga ud <baso>,btn minasa upa blok n 15 no 1,7371031001,7371031,btn minasa upa blok n 15 no 1
170672,"kinerja cahaya abadi, pt",jl. skarda n komps mangasa permai blok v no. 1,7371031001,7371031,jl. skarda n komps mangasa permai blok v no. 1
97502736,multi sukses internasional (andi iin),minasa sari blok b13 no 1,7371031001,7371031,minasa sari blok b13 no 1
97501098,salon huqmi,jl monumen emmy saelan n3,7371031002,7371031,jl monumen emmy saelan n3
97501086,dokter praktek (asnawi),hertasning,7371031004,7371031,hertasning
97501100,anugrah terang makmur,pelita rata 6 no 7,7371031008,7371031,pelita rata 6 no 7
97500292,travel primeraa,jl jipang raya blok at no 14,7371031001,7371031,jl jipang raya blok at no 14
97501127,pt bank bri tamalate,jl.hertasning ruko graha hertasning no.14,7371031004,7371031,jl.hertasning ruko graha hertasning no.14
97500343,warteg karunia (zainal),hertasning,7371031005,7371031,hertasning
97500328,azizah wisata travel,jl.sungai saddang baru,7371031010,7371031,jl.sungai saddang baru
97503255,warung campuran(rohani),tidung 6 nomor 33,7371031003,7371031,tidung 6 nomor 33
97503271,pt sinar galesong mandiri,jl aroepala hertasning baru,7371031001,7371031,jl aroepala hertasning baru
97500743,pt sapta karya citra mandiri,hertasning regency no 15,7371031004,7371031,hertasning regency no 15
97504972,anugrah mobil indo cv,jl landak baru no 94 c,7371031007,7371031,jl landak baru no 94 c
97506086,lo long way cv,komp bosowa indah blok j/10,7371031001,7371031,komp bosowa indah blok j/10
97500795,koperasi smp neg 13,jl tamalate 6 no.2,7371031004,7371031,jl tamalate 6 no.2
97503329,sazafa mandiri cv,jl syekh yusuf,7371031001,7371031,jl syekh yusuf
97506101,catering bunda qta,tamalate 5 setapak 7 no 3,7371031004,7371031,tamalate 5 setapak 7 no 3
97500826,cv diva karya mandiri (lukman),jl hertasning e 15 no 2 komp gubernur,7371031006,7371031,jl hertasning e 15 no 2 komp gubernur
97503364,herbal hpai (djaiman),btn minasa upa blok n12 no.12,7371031001,7371031,btn minasa upa blok n12 no.12
97503392,maju sinergi utama pt,jl faisal raya no 15 c,7371031007,7371031,jl faisal raya no 15 c
97500832,munira setia.cv,jalan mahoni no 142 rt 5 rw 9 90222,7371031004,7371031,jalan mahoni no 142 rt 5 rw 9 90222
97500887,loundry coin (mila),landak baru,7371031007,7371031,landak baru
97503412,sipakalebbi pt,ruko ambarada jl rs faisal raya,7371031007,7371031,ruko ambarada jl rs faisal raya
97503401,toko taufik <sembako>,btn minasaupa blok f14/6,7371031001,7371031,btn minasaupa blok f14/6
97506122,apotik sejati,jalan rappocini raya,7371031009,7371031,jalan rappocini raya
97506129,cahaya rezeky,jalan rappoicni raya no 184,7371031008,7371031,jalan rappoicni raya no 184
97500904,gowata p t,komp bph jalan bumi 2 sultan alauddin,7371031001,7371031,komp bph jalan bumi 2 sultan alauddin
97500905,r8 mart,jalan sultan,7371031001,7371031,jalan sultan
97503453,pt nitron mandiri <ronald>,btn minasa upa g30/1,7371031001,7371031,btn minasa upa g30/1
97503457,pantry house,jalan pelita raya no 10,7371031010,7371031,jalan pelita raya no 10
97503485,yayasan sekolah islam al azhar,jl aroepala hertasning baru,7371031001,7371031,jl aroepala hertasning baru
97503486,smp al azhar,jl aroepala hertasning baru,7371031001,7371031,jl aroepala hertasning baru
97500967,pengadaan kons truksi (malik),toddopuli 1 setapak 6 no 61,7371031004,7371031,toddopuli 1 setapak 6 no 61
97500969,hadi putra bersaudara pt,jalan bumi 18 blok 15 no 5,7371031001,7371031,jalan bumi 18 blok 15 no 5
97506272,binaya paya pt,jalan pelita raya blok a28/7,7371031010,7371031,jalan pelita raya blok a28/7
97500522,kpn ikhlas dinas p2k,jl hertasning raya (kantor dinas p k),7371031004,7371031,jl hertasning raya (kantor dinas p k)
97500591,koperasi amanah,jl sultan alauddin,7371031001,7371031,jl sultan alauddin
97501564,lyrics karaoke <amiruddin>,pelita raya no 4,7371031008,7371031,pelita raya no 4
97503831,fave hotel,jl pelita raya no 8,7371031008,7371031,jl pelita raya no 8
97503854,"armina sari,pt",jalan pelita raya no 6,7371031010,7371031,jalan pelita raya no 6
97503858,vifa mandiri pratama,jalan pelita raya blok a22 no 2,7371031010,7371031,jalan pelita raya blok a22 no 2
97503920,"sumber alfaria trijaya, tbk, pt",jl tamalate 1 blok 18 no. 1,7371031004,7371031,jl tamalate 1 blok 18 no. 1
97501703,rental sava,kompleks kodam katangka blok e5,7371031001,7371031,kompleks kodam katangka blok e5
97503907,rumah bersalin ananda,jl landak baru no 63,7371031007,7371031,jl landak baru no 63
97501732,cipta murni ud,jl palm raja no 3,7371031004,7371031,jl palm raja no 3
97501755,salon fitri (pahimah),btn minasa upa,7371031001,7371031,btn minasa upa
97502233,cv sibatek bersinar (siti salyuti),btn minasa upa blok l2 no 18,7371031001,7371031,btn minasa upa blok l2 no 18
97502237,agen umroh dan haji,j l tioung mariolo,7371031006,7371031,j l tioung mariolo
97502230,toko campuran yulianti,jl tidung mariolo lr 1,7371031006,7371031,jl tidung mariolo lr 1
97502244,konsultan bangunan <muhindar>,perumahan graha mandiri blok d1,7371031001,7371031,perumahan graha mandiri blok d1
97502752,notaris makkaraka.sh,jl tamalate i no 25 a,7371031004,7371031,jl tamalate i no 25 a
97502753,bank b t p n syariah,hertasning raya no 88c,7371031006,7371031,hertasning raya no 88c
97502786,eatery resto,landak baru 130,7371031007,7371031,landak baru 130
97502788,toko mega makmur (nixon),jalan rappocini raya no 183 a,7371031008,7371031,jalan rappocini raya no 183 a
97502790,cipta inti pratama (jasa konsultan hukum),griya maleo indah bwk b no 8,7371031001,7371031,griya maleo indah bwk b no 8
97504443,pt bintang mandiri jaya,jalan hertasning 6 no 12 d,7371031006,7371031,jalan hertasning 6 no 12 d
97504461,jne hertasning,jln hertasning baru,7371031004,7371031,jln hertasning baru
97504724,meubel jaya abadi (musutio),jl makkio baji 1,7371031006,7371031,jl makkio baji 1
97504528,karya mandiri jaya cv,jl raya pendidikan blok b 6 rt 6 rw 4 90222,7371031006,7371031,jl raya pendidikan blok b 6 rt 6 rw 4 90222
97504765,"radio venus, pt",kompleks permata hijau permai il. palm raja blok l no.9,7371031004,7371031,kompleks permata hijau permai il. palm raja blok l no.9
97504797,unm olahraga,jl wijaya kusuma raya no 19,7371031007,7371031,jl wijaya kusuma raya no 19
97504854,stadiareka cv,jl cilallang jaya no 64 a,7371031008,7371031,jl cilallang jaya no 64 a
97504665,bandeng presto barokah,jalan faisal 16,7371031007,7371031,jalan faisal 16
97505968,cv prawarna,skarda n h no 6,7371031002,7371031,skarda n h no 6
97505961,dokter praktek (eva),jalan faisal 9 no 27,7371031007,7371031,jalan faisal 9 no 27
97505967,pos kpc pettarani pt,jalan ap pettarani,7371031007,7371031,jalan ap pettarani
97503741,sma al azhar,jl aroepala hertasning baru,7371031001,7371031,jl aroepala hertasning baru
97503744,ujas travel,jl hertasning baru blok a b 1 raya,7371031001,7371031,jl hertasning baru blok a b 1 raya
97503740,tk islam al azhar,jl aroepala hertasning baru,7371031001,7371031,jl aroepala hertasning baru
97505583,toko mulia,jl rappocini raya no 84,7371031009,7371031,jl rappocini raya no 84
97505586,inang matutu,jalan tamalate 1 no,7371031005,7371031,jalan tamalate 1 no
97504331,yayasan tri bakti sd,jalan syech yusuf,7371031001,7371031,jalan syech yusuf
97504322,dokter praktek (ariyanti),hertasning raya timur,7371031004,7371031,hertasning raya timur
97504432,dokter gigi,kompleks pemda blok e 24,7371031006,7371031,kompleks pemda blok e 24
97504208,fotocopy (kpr unm),jl raya pendidikan blok b 1,7371031006,7371031,jl raya pendidikan blok b 1
97504281,jaya sakti cv,jl syech yusuf komp minasaupa b c6 no 5,7371031001,7371031,jl syech yusuf komp minasaupa b c6 no 5
252587,pt pegadaian persero cpp talasalapang,jalan talasalapang no.7,7371031001,7371031,jalan talasalapang no.7
259765,rs islam faisal,jl. ap pettarani,7371031007,7371031,jl. ap pettarani
94420206,"pt. bisi international tbk, kantor cabang makassar","jl.  bonto  lanra  no.  5,  kotamadya  makassar, sulawesi selatan",7371031007,7371031,"jl.  bonto  lanra  no.  5,  kotamadya  makassar, sulawesi selatan"
94431924,"pt pegadaian (persero), upc sukaria",jl. a.p.pettarani ii no.54 makassar,7371031,7371031,jl. a.p.pettarani ii no.54 makassar
94431918,"pt pegadaian (persero), upc landak baru",makassar,7371031,7371031,makassar
94421382,"pt. bank tabungan negara (persero) tbk., kantor cabang pembantu syariah makassar panakukkang",jl. boulevard ruko jasper ii no. 41,7371031,7371031,jl. boulevard ruko jasper ii no. 41
94422259,btn kantor kas layanan pos online pettarani,"jl. ap.pettrarani makassar 90222 , makassar",7371031,7371031,"jl. ap.pettrarani makassar 90222 , makassar"
94432005,"pt pegadaian (persero), ups pettarani","ruko new zamrud jl. a. p. pettarani, makassar",7371031,7371031,"ruko new zamrud jl. a. p. pettarani, makassar"
94431864,pt pegadaian persero upc toddopuli baru,jalan toddopuli makassar sulawesi selatan,7371031,7371031,jalan toddopuli makassar sulawesi selatan
94434407,"pt pos indonesia (persero), kantor regional x makassar",jl ap petarani,7371031009,7371031,jl ap petarani
94421603,"pt. bank tabungan negara (persero) tbk., kantor cabang pembantu panakukang",jl. hertasning blok i no. 2,7371031006,7371031,jl. hertasning blok i no. 2
94657272,"pt. perusahaan listrik negara (persero), proyek induk pembangkit dan jaringan sulawesi, maluku dan papua",jl letjen hertasning blok b,7371031,7371031,jl letjen hertasning blok b
94435128,"pt. pos indonesia, kantor pos cabang dalam kota makassarpanakukang",jalan pelita raya a no 24/2,7371031010,7371031,jalan pelita raya a no 24/2
94654883,"pt bank syariah bukopin, kantor kas makassar","jl. sultan alaudin no. 259, gunung sari, rappocini, makassar 90221",7371031001,7371031,"jl. sultan alaudin no. 259, gunung sari, rappocini, makassar 90221"
94650432,"pt pupuk sriwidjaja palembang (psp), kantor ppd sulawesi selatan",jl. a.p. pettarani panakukang makasar 90222,7371031,7371031,jl. a.p. pettarani panakukang makasar 90222
94658396,"restoran kfc, makassar 4","d`best panakukang mall makassar, jl. boulevard raya",7371031,7371031,"d`best panakukang mall makassar, jl. boulevard raya"
97749708,warung internet<hasmar jaya>,jalan tidung 3 stp 5 no 119,7371031005,7371031,jalan tidung 3 stp 5 no 119
97749720,green aulia hotel <akbar>,jalan emmy saelan no.25,7371031001,7371031,jalan emmy saelan no.25
97750826,pondok pesantren al imam ashim,tidung mariolo lr. 7 no. 11b rt 2 rw 1 90222,7371031006,7371031,tidung mariolo lr. 7 no. 11b rt 2 rw 1 90222
97750850,cv makassar jaya baru <rudy>,jalan rappocini raya no 231,7371031008,7371031,jalan rappocini raya no 231
97751617,jual ber as <h a z i z >,jalan bonto dg rate no.1,7371031006,7371031,jalan bonto dg rate no.1
97751619,afi cell,btn minasa upa blok k13 no 10 a,7371031001,7371031,btn minasa upa blok k13 no 10 a
97445189,bangunan syakinah,ruko permata sari no 21,7371031001,7371031,ruko permata sari no 21
97443306,"entolo buawa mandiri, pt",jl. timah i blok 25 no 12,7371031010,7371031,jl. timah i blok 25 no 12
97443297,koperasi,ruko permata sari no 4,7371031001,7371031,ruko permata sari no 4
97443595,catur putra harmonic pt,jalan sultan alauddin,7371031001,7371031,jalan sultan alauddin
97750311,penjual pasir <akbar>,jl aroepala komp,7371031004,7371031,jl aroepala komp
97446273,ina persada cv,jl kr bontotangnga,7371031002,7371031,jl kr bontotangnga
97749661,duta abadi motor pt,jalan rappocini 120 - 122,7371031008,7371031,jalan rappocini 120 - 122
97749671,toko sembako <rosmina>,jalan dg irate no.4,7371031005,7371031,jalan dg irate no.4
97444875,bmt insan madani,jl talasalapang,7371031002,7371031,jl talasalapang
97445794,makmur jaya niaga pt,jl raya pendidikan komp balla panakukang blok f 11,7371031006,7371031,jl raya pendidikan komp balla panakukang blok f 11
97443948,apotik perdana farma 2,jalan landak baru no 112 b,7371031007,7371031,jalan landak baru no 112 b
97443950,rezki aulia cv,jl aroupala perm t yasmin b2/ 8,7371031003,7371031,jl aroupala perm t yasmin b2/ 8
97750018,jual ayam potong <kamaruddin>,jalan karaeng bonto tangga 2,7371031002,7371031,jalan karaeng bonto tangga 2
97750117,coto paraikatte,ap pettarani 25,7371031008,7371031,ap pettarani 25
97750580,warung makan mas rizki,jl. hertasning baru komp php no.35,7371031004,7371031,jl. hertasning baru komp php no.35
97750633,warnet game,jl puri blok c6 no 1,7371031004,7371031,jl puri blok c6 no 1
97750670,kebab turki <rosdiana>,jl tamalate 1,7371031005,7371031,jl tamalate 1
97750695,diamond cell <philip>,jalan rappocini raya no 193,7371031008,7371031,jalan rappocini raya no 193
97749950,toko sembako <<ilham>,jalan bonto cinde no 3,7371031008,7371031,jalan bonto cinde no 3
97749985,foto copy <agung>,tamalate 1 no,7371031005,7371031,tamalate 1 no
97442222,usaha air galon (hj royani),jl rappocni lr. 4,7371031009,7371031,jl rappocni lr. 4
97455956,tk aisyah 4 kassi kassi,jl hertasning raya,7371031004,7371031,jl hertasning raya
97446950,smp anak bangsa,jl talasalapang,7371031002,7371031,jl talasalapang
97447015,new benhill hotel,jalan sultan alauddin,7371031001,7371031,jalan sultan alauddin
97751293,ayam penyet mas yogo,btn minasa upa blok j5 no 7,7371031001,7371031,btn minasa upa blok j5 no 7
97442805,koperasi pengayoman (ptun),jl raya pendinkan no i,7371031006,7371031,jl raya pendinkan no i
97443427,"bawakaraeng purnama wijaya, pt",jl. timah i blok a 24 no. 20,7371031010,7371031,jl. timah i blok a 24 no. 20
97443433,"amedika utama sejahtera ,pt",jl. landak baru no. 120,7371031007,7371031,jl. landak baru no. 120
97442948,"mega karya spartanindo ,pt",jl. mahoni no. 107,7371031004,7371031,jl. mahoni no. 107
97447886,tk anak bangsa,jl talasalapang,7371031002,7371031,jl talasalapang
97448108,poin house,jl ap pettarani no 2,7371031001,7371031,jl ap pettarani no 2
97448050,koperasi telkom,jl ap pettarani no 2a,7371031001,7371031,jl ap pettarani no 2a
97448664,contractor consultant engineer,kompleks permata sari ps 111 no 15,7371031001,7371031,kompleks permata sari ps 111 no 15
97449642,bank bri <joko>,tamalate 2,7371031005,7371031,tamalate 2
97447240,"rimba karya utama, pt",kompleks pertama sari ps 111 no 8,7371031001,7371031,kompleks pertama sari ps 111 no 8
97749519,bengkel karya mandiri,sultan alauddin no. 288c,7371031001,7371031,sultan alauddin no. 288c
97444851,bengkel (daswar),ruko permata sari no 23,7371031001,7371031,ruko permata sari no 23
97446398,pangkas rambut cahaya madura,komp bph plaza,7371031002,7371031,komp bph plaza
97446449,smk panca marga,jl talasalapang,7371031002,7371031,jl talasalapang
97446516,gudang cv rahmat,komp bph plaza,7371031002,7371031,komp bph plaza
97449439,tk aisiyah,jl rappocini raya lr 2 no 16,7371031009,7371031,jl rappocini raya lr 2 no 16
